Step,MPC_Start_Time,Control_Time,Actual_Time_Interval,CONTROL_DT,Mission_Phase,Waypoint_Number,Telemetry_X_mm,Telemetry_Z_mm,Telemetry_Yaw_deg,Current_X,Current_Y,Current_Yaw,Current_VX,Current_VY,Current_Angular_Vel,Target_X,Target_Y,Target_Yaw,Target_VX,Target_VY,Target_Angular_Vel,Error_X,Error_Y,Error_Yaw,Error_VX,Error_VY,Error_Angular_Vel,MPC_Computation_Time,MPC_Status,MPC_Solver,MPC_Solver_Time_Limit,MPC_Solve_Time,MPC_Time_Limit_Exceeded,MPC_Fallback_Used,MPC_Objective,MPC_Iterations,MPC_Optimality_Gap,Command_Vector,Command_Hex,Command_Sent_Time,Total_Active_Thrusters,Thruster_Switches,Total_MPC_Loop_Time,Timing_Violation
56,3.3650,3.3650,0.0600,0.060,APPROACHING,0,999.65,1014.61,140.14,0.99965,1.01461,2.44589,-0.00038,0.00719,-0.26455,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49965,0.51461,-2.44589,0.00038,-0.00719,0.26455,0.0251,OPTIMAL,Gurobi,0.050,0.0056,False,False,72984.221,95,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,3.3650,4,0,0.0000,False
57,3.4250,3.4250,0.0600,0.060,APPROACHING,0,999.64,1015.05,139.23,0.99964,1.01505,2.42999,0.00025,0.00766,-0.26124,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49964,0.51505,-2.42999,-0.00025,-0.00766,0.26124,0.0233,OPTIMAL,Gurobi,0.050,0.0059,False,False,72480.416,124,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,3.4250,4,0,0.0000,False
58,3.4850,3.4850,0.0600,0.060,APPROACHING,0,999.66,1015.52,138.32,0.99966,1.01552,2.41417,0.00044,0.00776,-0.26512,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49966,0.51552,-2.41417,-0.00044,-0.00776,0.26512,0.0108,OPTIMAL,Gurobi,0.050,0.0038,False,False,71868.634,263,0.010,"[0, 1, 0, 1, 0, 1, 0, 0]",0x01010100,3.4850,3,1,0.0000,False
59,3.5450,3.5450,0.0600,0.060,APPROACHING,0,999.67,1015.97,137.40,0.99967,1.01597,2.39812,-0.00008,0.00767,-0.26911,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49967,0.51597,-2.39812,0.00008,-0.00767,0.26911,0.0220,OPTIMAL,Gurobi,0.050,0.0055,False,False,70178.942,289,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,3.5450,4,1,0.0000,False
60,3.6050,3.6050,0.0600,0.060,APPROACHING,0,999.64,1016.41,136.48,0.99964,1.01641,2.38200,-0.00089,0.00696,-0.26285,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49964,0.51641,-2.38200,0.00089,-0.00696,0.26285,0.0219,OPTIMAL,Gurobi,0.050,0.0050,False,False,69390.016,91,0.009,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,3.6050,4,0,0.0000,False
61,3.6650,3.6650,0.0600,0.060,APPROACHING,0,999.57,1016.80,135.56,0.99957,1.01680,2.36598,-0.00109,0.00636,-0.26477,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49957,0.51680,-2.36598,0.00109,-0.00636,0.26477,0.0083,OPTIMAL,Gurobi,0.050,0.0023,False,False,68609.425,115,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,3.6650,4,0,0.0000,False
62,3.7250,3.7250,0.0600,0.060,APPROACHING,0,999.51,1017.17,134.64,0.99951,1.01717,2.34996,-0.00090,0.00606,-0.26381,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49951,0.51717,-2.34996,0.00090,-0.00606,0.26381,0.0074,OPTIMAL,Gurobi,0.050,0.0019,False,False,68075.062,129,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,3.7250,4,0,0.0000,False
63,3.7850,3.7850,0.0600,0.060,APPROACHING,0,999.46,1017.54,133.73,0.99946,1.01754,2.33408,-0.00061,0.00617,-0.26287,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49946,0.51754,-2.33408,0.00061,-0.00617,0.26287,0.0254,OPTIMAL,Gurobi,0.050,0.0099,False,False,66776.194,306,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,3.7850,4,0,0.0000,False
64,3.8450,3.8450,0.0600,0.060,APPROACHING,0,999.43,1017.92,132.80,0.99943,1.01792,2.31782,-0.00039,0.00634,-0.28008,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49943,0.51792,-2.31782,0.00039,-0.00634,0.28008,0.0225,OPTIMAL,Gurobi,0.050,0.0058,False,False,65876.916,107,0.009,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,3.8450,4,0,0.0000,False
65,3.9050,3.9050,0.0600,0.060,APPROACHING,0,999.41,1018.31,131.84,0.99941,1.01831,2.30096,-0.00026,0.00664,-0.27884,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49941,0.51831,-2.30096,0.00026,-0.00664,0.27884,0.0085,OPTIMAL,Gurobi,0.050,0.0022,False,False,65068.272,123,0.008,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,3.9050,4,0,0.0000,False
66,3.9650,3.9650,0.0600,0.060,APPROACHING,0,999.39,1018.71,130.88,0.99939,1.01871,2.28420,-0.00038,0.00684,-0.27724,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49939,0.51871,-2.28420,0.00038,-0.00684,0.27724,0.0082,OPTIMAL,Gurobi,0.050,0.0019,False,False,64535.128,156,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,3.9650,4,0,0.0000,False
67,4.0250,4.0250,0.0600,0.060,APPROACHING,0,999.37,1019.12,129.93,0.99937,1.01912,2.26768,-0.00038,0.00692,-0.27415,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49937,0.51912,-2.26768,0.00038,-0.00692,0.27415,0.0167,OPTIMAL,Gurobi,0.050,0.0051,False,False,63873.083,305,0.010,"[0, 1, 1, 1, 0, 1, 0, 0]",0x01110100,4.0250,4,2,0.0000,False
68,4.0850,4.0850,0.0600,0.060,APPROACHING,0,999.34,1019.52,128.97,0.99934,1.01952,2.25103,-0.00093,0.00614,-0.28012,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49934,0.51952,-2.25103,0.00093,-0.00614,0.28012,0.0101,OPTIMAL,Gurobi,0.050,0.0041,False,False,62408.843,295,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.0850,4,2,0.0000,False
69,4.1450,4.1450,0.0600,0.060,APPROACHING,0,999.27,1019.85,128.02,0.99927,1.01985,2.23428,-0.00129,0.00498,-0.27403,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49927,0.51985,-2.23428,0.00129,-0.00498,0.27403,0.0121,OPTIMAL,Gurobi,0.050,0.0031,False,False,61593.667,119,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.1450,4,0,0.0000,False
70,4.2050,4.2050,0.0600,0.060,APPROACHING,0,999.17,1020.12,127.08,0.99917,1.02012,2.21799,-0.00189,0.00439,-0.27077,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49917,0.52012,-2.21799,0.00189,-0.00439,0.27077,0.0129,OPTIMAL,Gurobi,0.050,0.0046,False,False,60917.157,121,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.2050,4,0,0.0000,False
71,4.2650,4.2650,0.0600,0.060,APPROACHING,0,999.07,1020.38,126.17,0.99907,1.02038,2.20203,-0.00168,0.00376,-0.26029,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49907,0.52038,-2.20203,0.00168,-0.00376,0.26029,0.0073,OPTIMAL,Gurobi,0.050,0.0021,False,False,60522.385,179,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.2650,4,0,0.0000,False
72,4.3250,4.3250,0.0600,0.060,APPROACHING,0,998.98,1020.61,125.26,0.99898,1.02061,2.18626,-0.00151,0.00382,-0.26081,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49898,0.52061,-2.18626,0.00151,-0.00382,0.26081,0.0082,OPTIMAL,Gurobi,0.050,0.0031,False,False,59286.117,303,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.3250,4,0,0.0000,False
73,4.3850,4.3850,0.0600,0.060,APPROACHING,0,998.89,1020.82,124.35,0.99889,1.02082,2.17039,-0.00145,0.00353,-0.26665,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49889,0.52082,-2.17039,0.00145,-0.00353,0.26665,0.0073,OPTIMAL,Gurobi,0.050,0.0017,False,False,58524.390,107,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.3850,4,0,0.0000,False
74,4.4450,4.4450,0.0600,0.060,APPROACHING,0,998.81,1021.04,123.44,0.99881,1.02104,2.15437,-0.00143,0.00362,-0.26230,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49881,0.52104,-2.15437,0.00143,-0.00362,0.26230,0.0281,OPTIMAL,Gurobi,0.050,0.0069,False,False,57711.179,125,0.009,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.4450,4,0,0.0000,False
75,4.5050,4.5050,0.0600,0.060,APPROACHING,0,998.73,1021.26,122.52,0.99873,1.02126,2.13837,-0.00157,0.00379,-0.26731,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49873,0.52126,-2.13837,0.00157,-0.00379,0.26731,0.0158,OPTIMAL,Gurobi,0.050,0.0045,False,False,57183.280,128,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.5050,4,0,0.0000,False
76,4.5650,4.5650,0.0600,0.060,APPROACHING,0,998.64,1021.50,121.59,0.99864,1.02150,2.12219,-0.00142,0.00425,-0.26714,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49864,0.52150,-2.12219,0.00142,-0.00425,0.26714,0.0111,OPTIMAL,Gurobi,0.050,0.0037,False,False,56038.867,293,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.5650,4,0,0.0000,False
77,4.6250,4.6250,0.0600,0.060,APPROACHING,0,998.56,1021.78,120.65,0.99856,1.02178,2.10574,-0.00142,0.00485,-0.27676,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49856,0.52178,-2.10574,0.00142,-0.00485,0.27676,0.0236,OPTIMAL,Gurobi,0.050,0.0051,False,False,55233.880,114,0.008,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.6250,4,0,0.0000,False
78,4.6850,4.6850,0.0600,0.060,APPROACHING,0,998.47,1022.08,119.68,0.99847,1.02208,2.08880,-0.00164,0.00513,-0.28481,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49847,0.52208,-2.08880,0.00164,-0.00513,0.28481,0.0237,OPTIMAL,Gurobi,0.050,0.0062,False,False,54467.702,123,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.6850,4,0,0.0000,False
79,4.7450,4.7450,0.0600,0.060,APPROACHING,0,998.36,1022.39,118.69,0.99836,1.02239,2.07156,-0.00137,0.00494,-0.28733,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49836,0.52239,-2.07156,0.00137,-0.00494,0.28733,0.0168,OPTIMAL,Gurobi,0.050,0.0023,False,False,53812.649,165,0.010,"[0, 1, 0, 1, 0, 1, 0, 0]",0x01010100,4.7450,3,1,0.0000,False
80,4.8050,4.8050,0.0600,0.060,APPROACHING,0,998.22,1022.68,117.72,0.99822,1.02268,2.05466,-0.00316,0.00436,-0.27744,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49822,0.52268,-2.05466,0.00316,-0.00436,0.27744,0.0210,OPTIMAL,Gurobi,0.050,0.0065,False,False,52801.929,296,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.8050,4,1,0.0000,False
81,4.8650,4.8650,0.0600,0.060,APPROACHING,0,997.99,1022.91,116.76,0.99799,1.02291,2.03793,-0.00452,0.00359,-0.27479,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49799,0.52291,-2.03793,0.00452,-0.00359,0.27479,0.0999,OPTIMAL,Gurobi,0.050,0.0507,True,False,51977.861,119,0.009,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.8650,4,0,0.0000,True
82,4.9250,4.9250,0.0600,0.060,APPROACHING,0,997.70,1023.11,115.81,0.99770,1.02311,2.02130,-0.00476,0.00305,-0.27779,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49770,0.52311,-2.02130,0.00476,-0.00305,0.27779,0.0135,OPTIMAL,Gurobi,0.050,0.0031,False,False,51350.113,140,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,4.9250,4,0,0.0000,False
83,4.9850,4.9850,0.0600,0.060,APPROACHING,0,997.42,1023.29,114.83,0.99742,1.02329,2.00413,-0.00450,0.00306,-0.29430,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49742,0.52329,-2.00413,0.00450,-0.00306,0.29430,0.0090,OPTIMAL,Gurobi,0.050,0.0031,False,False,50627.599,161,0.010,"[0, 1, 0, 1, 0, 0, 0, 0]",0x01010000,4.9850,2,2,0.0000,False
84,5.0450,5.0450,0.0600,0.060,APPROACHING,0,997.14,1023.42,113.83,0.99714,1.02342,1.98670,-0.00511,0.00134,-0.28167,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49714,0.52342,-1.98670,0.00511,-0.00134,0.28167,0.0273,OPTIMAL,Gurobi,0.050,0.0086,False,False,49702.349,324,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,5.0450,4,2,0.0000,False
85,5.1050,5.1050,0.0600,0.060,APPROACHING,0,996.81,1023.47,112.87,0.99681,1.02347,1.96990,-0.00607,0.00046,-0.27820,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49681,0.52347,-1.96990,0.00607,-0.00046,0.27820,0.0083,OPTIMAL,Gurobi,0.050,0.0022,False,False,48957.646,125,0.009,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,5.1050,4,0,0.0000,False
86,5.1650,5.1650,0.0600,0.060,APPROACHING,0,996.43,1023.46,111.92,0.99643,1.02346,1.95331,-0.00596,-0.00035,-0.27914,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49643,0.52346,-1.95331,0.00596,0.00035,0.27914,0.0086,OPTIMAL,Gurobi,0.050,0.0017,False,False,48293.901,140,0.009,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,5.1650,4,0,0.0000,False
87,5.2250,5.2250,0.0600,0.060,APPROACHING,0,996.07,1023.45,110.95,0.99607,1.02345,1.93650,-0.00622,-0.00015,-0.28292,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49607,0.52345,-1.93650,0.00622,0.00015,0.28292,0.0231,OPTIMAL,Gurobi,0.050,0.0060,False,False,47749.129,197,0.010,"[0, 1, 1, 1, 0, 0, 0, 0]",0x01110000,5.2250,3,3,0.0000,False
88,5.2850,5.2850,0.0600,0.060,APPROACHING,0,995.68,1023.39,109.98,0.99568,1.02339,1.91948,-0.00692,-0.00126,-0.28239,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49568,0.52339,-1.91948,0.00692,0.00126,0.28239,0.0101,OPTIMAL,Gurobi,0.050,0.0042,False,False,46726.525,312,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,5.2850,4,3,0.0000,False
89,5.3450,5.3450,0.0600,0.060,APPROACHING,0,995.23,1023.27,109.02,0.99523,1.02327,1.90278,-0.00765,-0.00264,-0.27544,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49523,0.52327,-1.90278,0.00765,0.00264,0.27544,0.0087,OPTIMAL,Gurobi,0.050,0.0018,False,False,45957.746,125,0.009,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,5.3450,4,0,0.0000,False
90,5.4050,5.4050,0.0600,0.060,APPROACHING,0,994.76,1023.08,108.07,0.99476,1.02308,1.88612,-0.00811,-0.00348,-0.28261,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49476,0.52308,-1.88612,0.00811,0.00348,0.28261,0.0076,OPTIMAL,Gurobi,0.050,0.0020,False,False,45335.458,131,0.009,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,5.4050,4,0,0.0000,False
91,5.4650,5.4650,0.0600,0.060,APPROACHING,0,994.28,1022.87,107.08,0.99428,1.02287,1.86895,-0.00818,-0.00361,-0.28781,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49428,0.52287,-1.86895,0.00818,0.00361,0.28781,0.0073,OPTIMAL,Gurobi,0.050,0.0018,False,False,44692.193,178,0.010,"[0, 1, 1, 1, 0, 0, 0, 0]",0x01110000,5.4650,3,3,0.0000,False
92,5.5250,5.5250,0.0600,0.060,APPROACHING,0,993.78,1022.60,106.10,0.99378,1.02260,1.85188,-0.00852,-0.00511,-0.27878,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49378,0.52260,-1.85188,0.00852,0.00511,0.27878,0.0079,OPTIMAL,Gurobi,0.050,0.0026,False,False,43796.653,344,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,5.5250,4,3,0.0000,False
93,5.5850,5.5850,0.0600,0.060,APPROACHING,0,993.26,1022.25,105.15,0.99326,1.02225,1.83525,-0.00895,-0.00646,-0.27527,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49326,0.52225,-1.83525,0.00895,0.00646,0.27527,0.0078,OPTIMAL,Gurobi,0.050,0.0022,False,False,43094.281,118,0.009,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,5.5850,4,0,0.0000,False
94,5.6450,5.6450,0.0600,0.060,APPROACHING,0,992.70,1021.82,104.21,0.99270,1.02182,1.81880,-0.00912,-0.00744,-0.27381,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49270,0.52182,-1.81880,0.00912,0.00744,0.27381,0.0066,OPTIMAL,Gurobi,0.050,0.0016,False,False,42548.746,134,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,5.6450,4,0,0.0000,False
95,5.7050,5.7050,0.0600,0.060,APPROACHING,0,992.17,1021.38,103.25,0.99217,1.02138,1.80208,-0.00857,-0.00730,-0.28047,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49217,0.52138,-1.80208,0.00857,0.00730,0.28047,0.0080,OPTIMAL,Gurobi,0.050,0.0023,False,False,42021.109,291,0.010,"[1, 1, 1, 1, 0, 0, 0, 0]",0x11110000,5.7050,4,4,0.0000,False
96,5.7650,5.7650,0.0600,0.060,APPROACHING,0,991.62,1020.89,102.29,0.99162,1.02089,1.78531,-0.00957,-0.00896,-0.27630,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49162,0.52089,-1.78531,0.00957,0.00896,0.27630,0.0084,OPTIMAL,Gurobi,0.050,0.0032,False,False,41009.514,360,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,5.7650,4,4,0.0000,False
97,5.8250,5.8250,0.0600,0.060,APPROACHING,0,991.01,1020.31,101.35,0.99101,1.02031,1.76887,-0.01090,-0.01028,-0.27059,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49101,0.52031,-1.76887,0.01090,0.01028,0.27059,0.0066,OPTIMAL,Gurobi,0.050,0.0015,False,False,40356.451,130,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,5.8250,4,0,0.0000,False
98,5.8850,5.8850,0.0600,0.060,APPROACHING,0,990.34,1019.66,100.41,0.99034,1.01966,1.75247,-0.01136,-0.01066,-0.27316,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.49034,0.51966,-1.75247,0.01136,0.01066,0.27316,0.0068,OPTIMAL,Gurobi,0.050,0.0016,False,False,39806.622,152,0.010,"[0, 1, 0, 1, 0, 1, 0, 0]",0x01010100,5.8850,3,1,0.0000,False
99,5.9450,5.9450,0.0600,0.060,APPROACHING,0,989.62,1019.03,99.47,0.98962,1.01903,1.73607,-0.01232,-0.01053,-0.27239,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48962,0.51903,-1.73607,0.01232,0.01053,0.27239,0.0088,OPTIMAL,Gurobi,0.050,0.0029,False,False,39380.032,308,0.010,"[1, 1, 1, 1, 0, 0, 0, 0]",0x11110000,5.9450,4,3,0.0000,False
100,6.0050,6.0050,0.0600,0.060,APPROACHING,0,988.86,1018.36,98.55,0.98886,1.01836,1.72006,-0.01293,-0.01137,-0.26050,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48886,0.51836,-1.72006,0.01293,0.01137,0.26050,0.0076,OPTIMAL,Gurobi,0.050,0.0025,False,False,38351.857,349,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,6.0050,4,4,0.0000,False
101,6.0650,6.0650,0.0600,0.060,APPROACHING,0,988.06,1017.64,97.67,0.98806,1.01764,1.70470,-0.01371,-0.01248,-0.25174,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48806,0.51764,-1.70470,0.01371,0.01248,0.25174,0.0066,OPTIMAL,Gurobi,0.050,0.0016,False,False,37923.111,126,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,6.0650,4,0,0.0000,False
102,6.1250,6.1250,0.0600,0.060,APPROACHING,0,987.22,1016.87,96.83,0.98722,1.01687,1.69003,-0.01414,-0.01294,-0.24203,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48722,0.51687,-1.69003,0.01414,0.01294,0.24203,0.0067,OPTIMAL,Gurobi,0.050,0.0017,False,False,37491.623,179,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,6.1250,4,0,0.0000,False
103,6.1850,6.1850,0.0600,0.060,APPROACHING,0,986.39,1016.10,95.98,0.98639,1.01610,1.67517,-0.01343,-0.01289,-0.25412,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48639,0.51610,-1.67517,0.01343,0.01289,0.25412,0.0109,OPTIMAL,Gurobi,0.050,0.0035,False,False,36609.412,348,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,6.1850,4,0,0.0000,False
104,6.2450,6.2450,0.0600,0.060,APPROACHING,0,985.58,1015.32,95.09,0.98558,1.01532,1.65969,-0.01323,-0.01278,-0.25618,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48558,0.51532,-1.65969,0.01323,0.01278,0.25618,0.0066,OPTIMAL,Gurobi,0.050,0.0015,False,False,36039.768,132,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,6.2450,4,0,0.0000,False
105,6.3050,6.3050,0.0600,0.060,APPROACHING,0,984.78,1014.57,94.20,0.98478,1.01457,1.64408,-0.01321,-0.01243,-0.26509,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48478,0.51457,-1.64408,0.01321,0.01243,0.26509,0.0072,OPTIMAL,Gurobi,0.050,0.0017,False,False,35511.479,127,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,6.3050,4,0,0.0000,False
106,6.3650,6.3650,0.0600,0.060,APPROACHING,0,984.01,1013.82,93.27,0.98401,1.01382,1.62784,-0.01264,-0.01233,-0.27186,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48401,0.51382,-1.62784,0.01264,0.01233,0.27186,0.0072,OPTIMAL,Gurobi,0.050,0.0021,False,False,35088.250,258,0.010,"[1, 1, 1, 1, 0, 0, 0, 0]",0x11110000,6.3650,4,4,0.0000,False
107,6.4250,6.4250,0.0600,0.060,APPROACHING,0,983.20,1013.05,92.34,0.98320,1.01305,1.61165,-0.01408,-0.01337,-0.26732,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48320,0.51305,-1.61165,0.01408,0.01337,0.26732,0.0077,OPTIMAL,Gurobi,0.050,0.0027,False,False,34207.387,378,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,6.4250,4,4,0.0000,False
108,6.4850,6.4850,0.0600,0.060,APPROACHING,0,982.32,1012.22,91.43,0.98232,1.01222,1.59579,-0.01509,-0.01417,-0.26237,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48232,0.51222,-1.59579,0.01509,0.01417,0.26237,0.0066,OPTIMAL,Gurobi,0.050,0.0015,False,False,33643.930,131,0.009,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,6.4850,4,0,0.0000,False
109,6.5450,6.5450,0.0600,0.060,APPROACHING,0,981.39,1011.35,90.52,0.98139,1.01135,1.57982,-0.01594,-0.01460,-0.27119,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48139,0.51135,-1.57982,0.01594,0.01460,0.27119,0.0086,OPTIMAL,Gurobi,0.050,0.0019,False,False,33140.233,156,0.009,"[0, 1, 0, 1, 0, 0, 0, 0]",0x01010000,6.5450,2,2,0.0000,False
110,6.6050,6.6050,0.0600,0.060,APPROACHING,0,980.40,1010.45,89.57,0.98040,1.01045,1.56338,-0.01656,-0.01594,-0.27212,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.48040,0.51045,-1.56338,0.01656,0.01594,0.27212,0.0072,OPTIMAL,Gurobi,0.050,0.0022,False,False,32632.878,267,0.010,"[1, 1, 1, 1, 0, 0, 0, 0]",0x11110000,6.6050,4,2,0.0000,False
111,6.6650,6.6650,0.0600,0.060,APPROACHING,0,979.40,1009.47,88.63,0.97940,1.00947,1.54690,-0.01693,-0.01669,-0.27701,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.47940,0.50947,-1.54690,0.01693,0.01669,0.27701,0.0093,OPTIMAL,Gurobi,0.050,0.0034,False,False,31720.541,362,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,6.6650,4,4,0.0000,False
112,6.7250,6.7250,0.0600,0.060,APPROACHING,0,978.35,1008.42,87.68,0.97835,1.00842,1.53032,-0.01776,-0.01788,-0.27397,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.47835,0.50842,-1.53032,0.01776,0.01788,0.27397,0.0066,OPTIMAL,Gurobi,0.050,0.0016,False,False,31183.324,135,0.010,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,6.7250,4,0,0.0000,False
113,6.7850,6.7850,0.0600,0.060,APPROACHING,0,977.27,1007.33,86.74,0.97727,1.00733,1.51390,-0.01768,-0.01832,-0.27236,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.47727,0.50733,-1.51390,0.01768,0.01832,0.27236,0.0075,OPTIMAL,Gurobi,0.050,0.0017,False,False,30752.723,163,0.010,"[1, 1, 0, 1, 0, 0, 0, 0]",0x11010000,6.7850,3,3,0.0000,False
114,6.8450,6.8450,0.0600,0.060,APPROACHING,0,976.15,1006.20,85.83,0.97615,1.00620,1.49797,-0.01924,-0.01936,-0.26186,0.50000,0.50000,0.00000,0.00000,0.00000,0.00000,0.47615,0.50620,-1.49797,0.01924,0.01936,0.26186,0.0077,OPTIMAL,Gurobi,0.050,0.0025,False,False,30055.714,355,0.000,"[0, 1, 0, 1, 0, 1, 0, 1]",0x01010101,6.8450,4,3,0.0000,False
