Step,MPC_Start_Time,Control_Time,Actual_Time_Interval,CONTROL_DT,Mission_Phase,Waypoint_Number,Telemetry_X_mm,Telemetry_Z_mm,Telemetry_Yaw_deg,Current_X,Current_Y,Current_Yaw,Current_VX,Current_VY,Current_Angular_Vel,Target_X,Target_Y,Target_Yaw,Target_VX,Target_VY,Target_Angular_Vel,Error_X,Error_Y,Error_Yaw,Error_VX,Error_VY,Error_Angular_Vel,MPC_Computation_Time,MPC_Status,MPC_Solver,MPC_Solver_Time_Limit,MPC_Solve_Time,MPC_Time_Limit_Exceeded,MPC_Fallback_Used,MPC_Objective,MPC_Iterations,MPC_Optimality_Gap,Command_Vector,Command_Hex,Command_Sent_Time,Total_Active_Thrusters,Thruster_Switches,Total_MPC_Loop_Time,Timing_Violation
58,3.4850,3.4850,0.0600,0.060,APPROACHING,0,847.68,413.15,12.85,0.84768,0.41315,0.22429,-0.09383,-0.04743,-0.05514,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.84768,0.41315,-0.22429,0.09383,0.04743,0.05514,0.0113,OPTIMAL,Gurobi,0.050,0.0053,False,False,10528.771,337,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,3.4850,3,1,0.0000,False
59,3.5450,3.5450,0.0600,0.060,APPROACHING,0,841.99,410.30,12.67,0.84199,0.41030,0.22112,-0.09580,-0.04770,-0.04795,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.84199,0.41030,-0.22112,0.09580,0.04770,0.04795,0.0111,OPTIMAL,Gurobi,0.050,0.0051,False,False,10371.684,333,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,3.5450,3,0,0.0000,False
60,3.6050,3.6050,0.0600,0.060,APPROACHING,0,836.19,407.41,12.49,0.83619,0.40741,0.21807,-0.09732,-0.04849,-0.05022,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.83619,0.40741,-0.21807,0.09732,0.04849,0.05022,0.0112,OPTIMAL,Gurobi,0.050,0.0049,False,False,10205.860,313,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,3.6050,3,0,0.0000,False
61,3.6650,3.6650,0.0600,0.060,APPROACHING,0,830.29,404.46,12.30,0.83029,0.40446,0.21465,-0.09901,-0.05002,-0.06059,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.83029,0.40446,-0.21465,0.09901,0.05002,0.06059,0.0108,OPTIMAL,Gurobi,0.050,0.0048,False,False,10046.836,283,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.6650,2,1,0.0000,False
62,3.7250,3.7250,0.0600,0.060,APPROACHING,0,824.29,401.46,12.08,0.82429,0.40146,0.21082,-0.10071,-0.04971,-0.06456,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.82429,0.40146,-0.21082,0.10071,0.04971,0.06456,0.0109,OPTIMAL,Gurobi,0.050,0.0049,False,False,9885.234,316,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.7250,2,0,0.0000,False
63,3.7850,3.7850,0.0600,0.060,APPROACHING,0,818.18,398.49,11.87,0.81818,0.39849,0.20713,-0.10265,-0.04899,-0.05953,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.81818,0.39849,-0.20713,0.10265,0.04899,0.05953,0.0107,OPTIMAL,Gurobi,0.050,0.0047,False,False,9727.615,286,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.7850,2,0,0.0000,False
64,3.8450,3.8450,0.0600,0.060,APPROACHING,0,811.96,395.53,11.67,0.81196,0.39553,0.20369,-0.10477,-0.04982,-0.05847,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.81196,0.39553,-0.20369,0.10477,0.04982,0.05847,0.0115,OPTIMAL,Gurobi,0.050,0.0051,False,False,9561.048,307,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.8450,2,0,0.0000,False
65,3.9050,3.9050,0.0600,0.060,APPROACHING,0,805.61,392.52,11.46,0.80561,0.39252,0.20008,-0.10662,-0.05015,-0.05974,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.80561,0.39252,-0.20008,0.10662,0.05015,0.05974,0.0111,OPTIMAL,Gurobi,0.050,0.0052,False,False,9395.130,327,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.9050,2,0,0.0000,False
66,3.9650,3.9650,0.0600,0.060,APPROACHING,0,799.16,389.52,11.27,0.79916,0.38952,0.19666,-0.10804,-0.05050,-0.05908,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.79916,0.38952,-0.19666,0.10804,0.05050,0.05908,0.0107,OPTIMAL,Gurobi,0.050,0.0047,False,False,9230.118,270,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.9650,2,0,0.0000,False
67,4.0250,4.0250,0.0600,0.060,APPROACHING,0,792.60,386.50,11.06,0.79260,0.38650,0.19307,-0.11045,-0.05037,-0.06097,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.79260,0.38650,-0.19307,0.11045,0.05037,0.06097,0.0092,OPTIMAL,Gurobi,0.050,0.0032,False,False,9062.270,278,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,4.0250,2,0,0.0000,False
68,4.0850,4.0850,0.0600,0.060,APPROACHING,0,785.91,383.47,10.86,0.78591,0.38347,0.18957,-0.11178,-0.05051,-0.05918,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.78591,0.38347,-0.18957,0.11178,0.05051,0.05918,0.0109,OPTIMAL,Gurobi,0.050,0.0047,False,False,8900.292,271,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,4.0850,2,0,0.0000,False
69,4.1450,4.1450,0.0600,0.060,APPROACHING,0,779.14,380.43,10.68,0.77914,0.38043,0.18638,-0.11350,-0.05080,-0.04856,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77914,0.38043,-0.18638,0.11350,0.05080,0.04856,0.0105,OPTIMAL,Gurobi,0.050,0.0044,False,False,8742.816,261,0.000,"[0, 1, 0, 0, 0, 0, 0, 0]",0x01000000,4.1450,1,1,0.0000,False
70,4.2050,4.2050,0.0600,0.060,APPROACHING,0,772.31,377.39,10.50,0.77231,0.37739,0.18330,-0.11383,-0.05053,-0.05140,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77231,0.37739,-0.18330,0.11383,0.05053,0.05140,0.0105,OPTIMAL,Gurobi,0.050,0.0045,False,False,8582.866,256,0.000,"[0, 1, 0, 0, 0, 0, 0, 0]",0x01000000,4.2050,1,0,0.0000,False
71,4.2650,4.2650,0.0600,0.060,APPROACHING,0,765.45,374.35,10.30,0.76545,0.37435,0.17981,-0.11486,-0.05045,-0.06469,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76545,0.37435,-0.17981,0.11486,0.05045,0.06469,0.0108,OPTIMAL,Gurobi,0.050,0.0048,False,False,8417.469,303,0.000,"[1, 0, 0, 0, 0, 0, 0, 0]",0x10000000,4.2650,1,2,0.0000,False
72,4.3250,4.3250,0.0600,0.060,APPROACHING,0,758.56,371.32,10.09,0.75856,0.37132,0.17610,-0.11472,-0.05025,-0.06137,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75856,0.37132,-0.17610,0.11472,0.05025,0.06137,0.0107,OPTIMAL,Gurobi,0.050,0.0047,False,False,8260.506,270,0.000,"[1, 0, 0, 0, 0, 0, 0, 0]",0x10000000,4.3250,1,0,0.0000,False
73,4.3850,4.3850,0.0600,0.060,APPROACHING,0,751.70,368.30,9.86,0.75170,0.36830,0.17206,-0.11443,-0.05026,-0.06999,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75170,0.36830,-0.17206,0.11443,0.05026,0.06999,0.0109,OPTIMAL,Gurobi,0.050,0.0049,False,False,8099.652,288,0.000,"[1, 0, 0, 0, 0, 0, 1, 0]",0x10000010,4.3850,2,1,0.0000,False
74,4.4450,4.4450,0.0600,0.060,APPROACHING,0,744.83,365.30,9.63,0.74483,0.36530,0.16808,-0.11439,-0.05006,-0.06391,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74483,0.36530,-0.16808,0.11439,0.05006,0.06391,0.0103,OPTIMAL,Gurobi,0.050,0.0043,False,False,7948.463,317,0.000,"[1, 0, 0, 0, 0, 0, 0, 0]",0x10000000,4.4450,1,1,0.0000,False
75,4.5050,4.5050,0.0600,0.060,APPROACHING,0,737.94,362.30,9.41,0.73794,0.36230,0.16422,-0.11529,-0.04987,-0.06934,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.73794,0.36230,-0.16422,0.11529,0.04987,0.06934,0.0107,OPTIMAL,Gurobi,0.050,0.0047,False,False,7792.545,282,0.000,"[1, 0, 0, 0, 0, 0, 1, 0]",0x10000010,4.5050,2,1,0.0000,False
76,4.5650,4.5650,0.0600,0.060,APPROACHING,0,731.01,359.30,9.17,0.73101,0.35930,0.16011,-0.11535,-0.05024,-0.06535,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.73101,0.35930,-0.16011,0.11535,0.05024,0.06535,0.0105,OPTIMAL,Gurobi,0.050,0.0045,False,False,7642.247,281,0.000,"[1, 0, 0, 0, 0, 0, 0, 0]",0x10000000,4.5650,1,1,0.0000,False
77,4.6250,4.6250,0.0600,0.060,APPROACHING,0,724.06,356.29,8.96,0.72406,0.35629,0.15644,-0.11630,-0.05004,-0.05926,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72406,0.35629,-0.15644,0.11630,0.05004,0.05926,0.0115,OPTIMAL,Gurobi,0.050,0.0052,False,False,7490.271,320,0.000,"[1, 0, 0, 0, 0, 0, 0, 0]",0x10000000,4.6250,1,0,0.0000,False
78,4.6850,4.6850,0.0600,0.060,APPROACHING,0,717.07,353.29,8.78,0.71707,0.35329,0.15318,-0.11639,-0.05011,-0.05078,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71707,0.35329,-0.15318,0.11639,0.05011,0.05078,0.0101,OPTIMAL,Gurobi,0.050,0.0041,False,False,7338.193,277,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.6850,0,1,0.0000,False
79,4.7450,4.7450,0.0600,0.060,APPROACHING,0,710.12,350.27,8.61,0.71012,0.35027,0.15025,-0.11520,-0.05025,-0.04298,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71012,0.35027,-0.15025,0.11520,0.05025,0.04298,0.0104,OPTIMAL,Gurobi,0.050,0.0043,False,False,7198.045,277,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.7450,0,0,0.0000,False
80,4.8050,4.8050,0.0600,0.060,APPROACHING,0,703.24,347.25,8.46,0.70324,0.34725,0.14770,-0.11430,-0.05004,-0.04105,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.70324,0.34725,-0.14770,0.11430,0.05004,0.04105,0.0101,OPTIMAL,Gurobi,0.050,0.0042,False,False,7057.244,269,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.8050,0,0,0.0000,False
81,4.8650,4.8650,0.0600,0.060,APPROACHING,0,696.39,344.26,8.33,0.69639,0.34426,0.14532,-0.11368,-0.04965,-0.04038,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.69639,0.34426,-0.14532,0.11368,0.04965,0.04038,0.0111,OPTIMAL,Gurobi,0.050,0.0049,False,False,6925.931,268,0.000,"[0, 1, 0, 0, 0, 0, 0, 0]",0x01000000,4.8650,1,1,0.0000,False
82,4.9250,4.9250,0.0600,0.060,APPROACHING,0,689.57,341.30,8.18,0.68957,0.34130,0.14274,-0.11379,-0.04886,-0.04608,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.68957,0.34130,-0.14274,0.11379,0.04886,0.04608,0.0101,OPTIMAL,Gurobi,0.050,0.0042,False,False,6783.984,278,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.9250,0,1,0.0000,False
83,4.9850,4.9850,0.0600,0.060,APPROACHING,0,682.76,338.37,8.02,0.68276,0.33837,0.14006,-0.11296,-0.04865,-0.04560,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.68276,0.33837,-0.14006,0.11296,0.04865,0.04560,0.0102,OPTIMAL,Gurobi,0.050,0.0040,False,False,6648.788,276,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.9850,0,0,0.0000,False
84,5.0450,5.0450,0.0600,0.060,APPROACHING,0,675.99,335.46,7.87,0.67599,0.33546,0.13736,-0.11264,-0.04793,-0.04491,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67599,0.33546,-0.13736,0.11264,0.04793,0.04491,0.0103,OPTIMAL,Gurobi,0.050,0.0042,False,False,6515.100,268,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.0450,0,0,0.0000,False
85,5.1050,5.1050,0.0600,0.060,APPROACHING,0,669.25,332.58,7.72,0.66925,0.33258,0.13478,-0.11223,-0.04803,-0.04219,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.66925,0.33258,-0.13478,0.11223,0.04803,0.04219,0.0105,OPTIMAL,Gurobi,0.050,0.0043,False,False,6386.732,284,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.1050,0,0,0.0000,False
86,5.1650,5.1650,0.0600,0.060,APPROACHING,0,662.54,329.69,7.57,0.66254,0.32969,0.13215,-0.11138,-0.04822,-0.04736,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.66254,0.32969,-0.13215,0.11138,0.04822,0.04736,0.0104,OPTIMAL,Gurobi,0.050,0.0043,False,False,6261.372,276,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.1650,0,0,0.0000,False
87,5.2250,5.2250,0.0600,0.060,APPROACHING,0,655.88,326.81,7.42,0.65588,0.32681,0.12947,-0.11054,-0.04808,-0.04309,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.65588,0.32681,-0.12947,0.11054,0.04808,0.04309,0.0108,OPTIMAL,Gurobi,0.050,0.0048,False,False,6131.693,268,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.2250,0,0,0.0000,False
88,5.2850,5.2850,0.0600,0.060,APPROACHING,0,649.25,323.93,7.27,0.64925,0.32393,0.12685,-0.11001,-0.04797,-0.04577,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.64925,0.32393,-0.12685,0.11001,0.04797,0.04577,0.0104,OPTIMAL,Gurobi,0.050,0.0044,False,False,6012.010,263,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.2850,0,0,0.0000,False
89,5.3450,5.3450,0.0600,0.060,APPROACHING,0,642.66,321.06,7.12,0.64266,0.32106,0.12432,-0.10976,-0.04791,-0.03747,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.64266,0.32106,-0.12432,0.10976,0.04791,0.03747,0.0102,OPTIMAL,Gurobi,0.050,0.0043,False,False,5880.692,246,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.3450,0,0,0.0000,False
90,5.4050,5.4050,0.0600,0.060,APPROACHING,0,636.09,318.19,6.98,0.63609,0.31819,0.12184,-0.10890,-0.04761,-0.04187,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.63609,0.31819,-0.12184,0.10890,0.04761,0.04187,0.0103,OPTIMAL,Gurobi,0.050,0.0042,False,False,5765.287,243,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.4050,0,0,0.0000,False
91,5.4650,5.4650,0.0600,0.060,APPROACHING,0,629.57,315.34,6.85,0.62957,0.31534,0.11962,-0.10823,-0.04756,-0.03476,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62957,0.31534,-0.11962,0.10823,0.04756,0.03476,0.0102,OPTIMAL,Gurobi,0.050,0.0042,False,False,5645.660,247,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.4650,0,0,0.0000,False
92,5.5250,5.5250,0.0600,0.060,APPROACHING,0,623.08,312.48,6.74,0.62308,0.31248,0.11757,-0.10775,-0.04763,-0.03339,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62308,0.31248,-0.11757,0.10775,0.04763,0.03339,0.0100,OPTIMAL,Gurobi,0.050,0.0040,False,False,5527.469,232,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.5250,0,0,0.0000,False
93,5.5850,5.5850,0.0600,0.060,APPROACHING,0,616.64,309.62,6.61,0.61664,0.30962,0.11536,-0.10705,-0.04754,-0.03777,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61664,0.30962,-0.11536,0.10705,0.04754,0.03777,0.0103,OPTIMAL,Gurobi,0.050,0.0044,False,False,5412.647,253,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.5850,0,0,0.0000,False
94,5.6450,5.6450,0.0600,0.060,APPROACHING,0,610.22,306.79,6.48,0.61022,0.30679,0.11306,-0.10698,-0.04682,-0.03758,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61022,0.30679,-0.11306,0.10698,0.04682,0.03758,0.0104,OPTIMAL,Gurobi,0.050,0.0043,False,False,5304.067,235,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.6450,0,0,0.0000,False
95,5.7050,5.7050,0.0600,0.060,APPROACHING,0,603.81,303.98,6.34,0.60381,0.30398,0.11065,-0.10666,-0.04705,-0.04200,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.60381,0.30398,-0.11065,0.10666,0.04705,0.04200,0.0102,OPTIMAL,Gurobi,0.050,0.0042,False,False,5190.584,258,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.7050,0,0,0.0000,False
96,5.7650,5.7650,0.0600,0.060,APPROACHING,0,597.41,301.17,6.20,0.59741,0.30117,0.10829,-0.10643,-0.04658,-0.03478,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59741,0.30117,-0.10829,0.10643,0.04658,0.03478,0.0103,OPTIMAL,Gurobi,0.050,0.0043,False,False,5081.375,223,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.7650,0,0,0.0000,False
97,5.8250,5.8250,0.0600,0.060,APPROACHING,0,591.04,298.38,6.08,0.59104,0.29838,0.10605,-0.10602,-0.04633,-0.03695,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59104,0.29838,-0.10605,0.10602,0.04633,0.03695,0.0103,OPTIMAL,Gurobi,0.050,0.0043,False,False,4969.294,261,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.8250,0,0,0.0000,False
98,5.8850,5.8850,0.0600,0.060,APPROACHING,0,584.70,295.60,5.97,0.58470,0.29560,0.10413,-0.10566,-0.04609,-0.02810,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.58470,0.29560,-0.10413,0.10566,0.04609,0.02810,0.0101,OPTIMAL,Gurobi,0.050,0.0041,False,False,4862.460,248,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.8850,0,0,0.0000,False
99,5.9450,5.9450,0.0600,0.060,APPROACHING,0,578.37,292.83,5.86,0.57837,0.29283,0.10236,-0.10541,-0.04625,-0.02812,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.57837,0.29283,-0.10236,0.10541,0.04625,0.02812,0.0100,OPTIMAL,Gurobi,0.050,0.0040,False,False,4764.398,235,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.9450,0,0,0.0000,False
100,6.0050,6.0050,0.0600,0.060,APPROACHING,0,572.06,290.06,5.78,0.57206,0.29006,0.10092,-0.10467,-0.04602,-0.02624,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.57206,0.29006,-0.10092,0.10467,0.04602,0.02624,0.0099,OPTIMAL,Gurobi,0.050,0.0039,False,False,4666.645,230,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.0050,0,0,0.0000,False
101,6.0650,6.0650,0.0600,0.060,APPROACHING,0,565.81,287.31,5.70,0.56581,0.28731,0.09955,-0.10403,-0.04551,-0.02255,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.56581,0.28731,-0.09955,0.10403,0.04551,0.02255,0.0102,OPTIMAL,Gurobi,0.050,0.0042,False,False,4560.315,236,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.0650,0,0,0.0000,False
102,6.1250,6.1250,0.0600,0.060,APPROACHING,0,559.59,284.60,5.62,0.55959,0.28460,0.09808,-0.10285,-0.04466,-0.02948,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55959,0.28460,-0.09808,0.10285,0.04466,0.02948,0.0108,OPTIMAL,Gurobi,0.050,0.0045,False,False,4466.410,244,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.1250,0,0,0.0000,False
103,6.1850,6.1850,0.0600,0.060,APPROACHING,0,553.43,281.93,5.52,0.55343,0.28193,0.09637,-0.10227,-0.04393,-0.02822,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55343,0.28193,-0.09637,0.10227,0.04393,0.02822,0.0100,OPTIMAL,Gurobi,0.050,0.0041,False,False,4368.126,239,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.1850,0,0,0.0000,False
104,6.2450,6.2450,0.0600,0.060,APPROACHING,0,547.31,279.31,5.43,0.54731,0.27931,0.09480,-0.10185,-0.04343,-0.02410,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54731,0.27931,-0.09480,0.10185,0.04343,0.02410,0.0099,OPTIMAL,Gurobi,0.050,0.0039,False,False,4274.129,231,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.2450,0,0,0.0000,False
105,6.3050,6.3050,0.0600,0.060,APPROACHING,0,541.22,276.70,5.34,0.54122,0.27670,0.09328,-0.10116,-0.04330,-0.02581,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54122,0.27670,-0.09328,0.10116,0.04330,0.02581,0.0102,OPTIMAL,Gurobi,0.050,0.0042,False,False,4182.907,231,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.3050,0,0,0.0000,False
106,6.3650,6.3650,0.0600,0.060,APPROACHING,0,535.18,274.12,5.24,0.53518,0.27412,0.09152,-0.10037,-0.04290,-0.03204,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53518,0.27412,-0.09152,0.10037,0.04290,0.03204,0.0108,OPTIMAL,Gurobi,0.050,0.0045,False,False,4092.837,252,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.3650,0,0,0.0000,False
107,6.4250,6.4250,0.0600,0.060,APPROACHING,0,529.16,271.56,5.15,0.52916,0.27156,0.08994,-0.10001,-0.04251,-0.02466,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52916,0.27156,-0.08994,0.10001,0.04251,0.02466,0.0099,OPTIMAL,Gurobi,0.050,0.0040,False,False,3999.281,227,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.4250,0,0,0.0000,False
108,6.4850,6.4850,0.0600,0.060,APPROACHING,0,523.17,269.04,5.07,0.52317,0.26904,0.08841,-0.09979,-0.04196,-0.02963,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52317,0.26904,-0.08841,0.09979,0.04196,0.02963,0.0101,OPTIMAL,Gurobi,0.050,0.0041,False,False,3910.973,224,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.4850,0,0,0.0000,False
109,6.5450,6.5450,0.0600,0.060,APPROACHING,0,517.20,266.52,4.97,0.51720,0.26652,0.08670,-0.09877,-0.04181,-0.02369,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51720,0.26652,-0.08670,0.09877,0.04181,0.02369,0.0099,OPTIMAL,Gurobi,0.050,0.0040,False,False,3829.713,230,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.5450,0,0,0.0000,False
110,6.6050,6.6050,0.0600,0.060,APPROACHING,0,511.28,264.01,4.88,0.51128,0.26401,0.08517,-0.09841,-0.04162,-0.02293,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51128,0.26401,-0.08517,0.09841,0.04162,0.02293,0.0103,OPTIMAL,Gurobi,0.050,0.0042,False,False,3740.441,240,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.6050,0,0,0.0000,False
111,6.6650,6.6650,0.0600,0.060,APPROACHING,0,505.38,261.51,4.81,0.50538,0.26151,0.08404,-0.09820,-0.04142,-0.01195,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.50538,0.26151,-0.08404,0.09820,0.04142,0.01195,0.0107,OPTIMAL,Gurobi,0.050,0.0046,False,False,3657.514,215,0.000,"[0, 0, 0, 0, 0, 0, 0, 1]",0x00000001,6.6650,1,1,0.0000,False
112,6.7250,6.7250,0.0600,0.060,APPROACHING,0,499.50,259.03,4.76,0.49950,0.25903,0.08312,-0.09763,-0.04129,-0.01992,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49950,0.25903,-0.08312,0.09763,0.04129,0.01992,0.0100,OPTIMAL,Gurobi,0.050,0.0041,False,False,3570.565,221,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.7250,0,1,0.0000,False
113,6.7850,6.7850,0.0600,0.060,APPROACHING,0,493.66,256.58,4.70,0.49366,0.25658,0.08207,-0.09725,-0.04075,-0.01878,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49366,0.25658,-0.08207,0.09725,0.04075,0.01878,0.0101,OPTIMAL,Gurobi,0.050,0.0041,False,False,3492.782,215,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.7850,0,0,0.0000,False
114,6.8450,6.8450,0.0600,0.060,APPROACHING,0,487.82,254.11,4.63,0.48782,0.25411,0.08084,-0.09722,-0.04083,-0.01643,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48782,0.25411,-0.08084,0.09722,0.04083,0.01643,0.0104,OPTIMAL,Gurobi,0.050,0.0041,False,False,3418.819,209,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.8450,0,0,0.0000,False
115,6.9050,6.9050,0.0600,0.060,APPROACHING,0,482.01,251.67,4.59,0.48201,0.25167,0.08009,-0.09629,-0.04055,-0.01301,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48201,0.25167,-0.08009,0.09629,0.04055,0.01301,0.0102,OPTIMAL,Gurobi,0.050,0.0041,False,False,3339.477,209,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.9050,0,0,0.0000,False
116,6.9650,6.9650,0.0600,0.060,APPROACHING,0,476.26,249.23,4.55,0.47626,0.24923,0.07950,-0.09532,-0.04036,-0.00217,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.47626,0.24923,-0.07950,0.09532,0.04036,0.00217,0.0108,OPTIMAL,Gurobi,0.050,0.0048,False,False,3266.513,233,0.000,"[0, 0, 0, 0, 0, 1, 0, 0]",0x00000100,6.9650,1,1,0.0000,False
