Step,MPC_Start_Time,Control_Time,Actual_Time_Interval,CONTROL_DT,Mission_Phase,Waypoint_Number,Telemetry_X_mm,Telemetry_Z_mm,Telemetry_Yaw_deg,Current_X,Current_Y,Current_Yaw,Current_VX,Current_VY,Current_Angular_Vel,Target_X,Target_Y,Target_Yaw,Target_VX,Target_VY,Target_Angular_Vel,Error_X,Error_Y,Error_Yaw,Error_VX,Error_VY,Error_Angular_Vel,MPC_Computation_Time,MPC_Status,MPC_Solver,MPC_Solver_Time_Limit,MPC_Solve_Time,MPC_Time_Limit_Exceeded,MPC_Fallback_Used,MPC_Objective,MPC_Iterations,MPC_Optimality_Gap,Command_Vector,Command_Hex,Command_Sent_Time,Total_Active_Thrusters,Thruster_Switches,Total_MPC_Loop_Time,Timing_Violation
10,0.6000,0.6000,0.0600,0.060,APPROACHING,0,997.83,498.30,27.03,0.99783,0.49830,0.47184,-0.01127,-0.00727,-0.09453,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99783,0.49830,-0.47184,0.01127,0.00727,0.09453,0.0114,OPTIMAL,Gurobi,0.050,0.0054,False,False,17152.256,370,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,0.6000,4,0,0.0000,False
11,0.6600,0.6600,0.0600,0.060,APPROACHING,0,997.08,497.82,26.69,0.99708,0.49782,0.46581,-0.01328,-0.00848,-0.10321,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99708,0.49782,-0.46581,0.01328,0.00848,0.10321,0.0117,OPTIMAL,Gurobi,0.050,0.0057,False,False,17026.481,400,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,0.6600,4,0,0.0000,False
12,0.7200,0.7200,0.0600,0.060,APPROACHING,0,996.22,497.29,26.33,0.99622,0.49729,0.45951,-0.01526,-0.00945,-0.10792,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99622,0.49729,-0.45951,0.01526,0.00945,0.10792,0.0125,OPTIMAL,Gurobi,0.050,0.0066,False,False,16937.686,424,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,0.7200,4,0,0.0000,False
13,0.7800,0.7800,0.0600,0.060,APPROACHING,0,995.25,496.70,25.94,0.99525,0.49670,0.45280,-0.01702,-0.01004,-0.11490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99525,0.49670,-0.45280,0.01702,0.01004,0.11490,0.0123,OPTIMAL,Gurobi,0.050,0.0064,False,False,16806.777,436,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,0.7800,2,2,0.0000,False
14,0.8400,0.8400,0.0600,0.060,APPROACHING,0,994.18,496.08,25.55,0.99418,0.49608,0.44590,-0.01840,-0.01066,-0.11159,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99418,0.49608,-0.44590,0.01840,0.01066,0.11159,0.0127,OPTIMAL,Gurobi,0.050,0.0067,False,False,16688.531,442,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,0.8400,3,1,0.0000,False
15,0.9000,0.9000,0.0600,0.060,APPROACHING,0,993.03,495.41,25.18,0.99303,0.49541,0.43943,-0.01975,-0.01135,-0.10278,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99303,0.49541,-0.43943,0.01975,0.01135,0.10278,0.0128,OPTIMAL,Gurobi,0.050,0.0067,False,False,16585.027,446,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,0.9000,3,0,0.0000,False
16,0.9600,0.9600,0.0600,0.060,APPROACHING,0,991.80,494.71,24.84,0.99180,0.49471,0.43351,-0.02095,-0.01231,-0.09361,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99180,0.49471,-0.43351,0.02095,0.01231,0.09361,0.0124,OPTIMAL,Gurobi,0.050,0.0064,False,False,16493.660,407,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,0.9600,4,1,0.0000,False
17,1.0250,1.0250,0.0650,0.060,APPROACHING,0,990.41,493.82,24.49,0.99041,0.49382,0.42747,-0.02180,-0.01497,-0.08784,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99041,0.49382,-0.42747,0.02180,0.01497,0.08784,0.0124,OPTIMAL,Gurobi,0.050,0.0064,False,False,16367.026,409,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,1.0250,4,0,0.0000,False
18,1.0850,1.0850,0.0600,0.060,APPROACHING,0,989.06,492.87,24.18,0.98906,0.49287,0.42201,-0.02335,-0.01631,-0.09409,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98906,0.49287,-0.42201,0.02335,0.01631,0.09409,0.0127,OPTIMAL,Gurobi,0.050,0.0065,False,False,16259.333,429,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,1.0850,4,0,0.0000,False
19,1.1450,1.1450,0.0600,0.060,APPROACHING,0,987.60,491.89,23.86,0.98760,0.49189,0.41640,-0.02517,-0.01659,-0.08822,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98760,0.49189,-0.41640,0.02517,0.01659,0.08822,0.0124,OPTIMAL,Gurobi,0.050,0.0064,False,False,16154.706,399,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,1.1450,4,0,0.0000,False
20,1.2050,1.2050,0.0600,0.060,APPROACHING,0,986.03,490.85,23.54,0.98603,0.49085,0.41077,-0.02698,-0.01746,-0.09717,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98603,0.49085,-0.41077,0.02698,0.01746,0.09717,0.0127,OPTIMAL,Gurobi,0.050,0.0064,False,False,16018.964,454,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.2050,3,1,0.0000,False
21,1.2650,1.2650,0.0600,0.060,APPROACHING,0,984.36,489.76,23.20,0.98436,0.48976,0.40498,-0.02843,-0.01911,-0.09598,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98436,0.48976,-0.40498,0.02843,0.01911,0.09598,0.0129,OPTIMAL,Gurobi,0.050,0.0069,False,False,15919.690,411,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.2650,3,0,0.0000,False
22,1.3250,1.3250,0.0600,0.060,APPROACHING,0,982.62,488.53,22.87,0.98262,0.48853,0.39924,-0.02979,-0.02133,-0.09983,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98262,0.48853,-0.39924,0.02979,0.02133,0.09983,0.0126,OPTIMAL,Gurobi,0.050,0.0063,False,False,15781.962,394,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.3250,3,0,0.0000,False
23,1.3850,1.3850,0.0600,0.060,APPROACHING,0,980.79,487.15,22.53,0.98079,0.48715,0.39315,-0.03085,-0.02401,-0.10571,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98079,0.48715,-0.39315,0.03085,0.02401,0.10571,0.0120,OPTIMAL,Gurobi,0.050,0.0061,False,False,15634.667,408,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.3850,2,1,0.0000,False
24,1.4450,1.4450,0.0600,0.060,APPROACHING,0,978.88,485.69,22.16,0.97888,0.48569,0.38671,-0.03288,-0.02476,-0.10827,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97888,0.48569,-0.38671,0.03288,0.02476,0.10827,0.0124,OPTIMAL,Gurobi,0.050,0.0065,False,False,15511.951,439,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.4450,2,0,0.0000,False
25,1.5050,1.5050,0.0600,0.060,APPROACHING,0,976.83,484.17,21.78,0.97683,0.48417,0.38014,-0.03518,-0.02575,-0.10898,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97683,0.48417,-0.38014,0.03518,0.02575,0.10898,0.0128,OPTIMAL,Gurobi,0.050,0.0069,False,False,15371.207,436,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.5050,2,0,0.0000,False
26,1.5650,1.5650,0.0600,0.060,APPROACHING,0,974.66,482.60,21.41,0.97466,0.48260,0.37361,-0.03686,-0.02626,-0.10814,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97466,0.48260,-0.37361,0.03686,0.02626,0.10814,0.0123,OPTIMAL,Gurobi,0.050,0.0062,False,False,15226.402,431,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.5650,2,0,0.0000,False
27,1.6250,1.6250,0.0600,0.060,APPROACHING,0,972.39,480.99,21.04,0.97239,0.48099,0.36725,-0.03830,-0.02680,-0.10467,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97239,0.48099,-0.36725,0.03830,0.02680,0.10467,0.0126,OPTIMAL,Gurobi,0.050,0.0066,False,False,15114.522,434,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.6250,2,0,0.0000,False
28,1.6850,1.6850,0.0600,0.060,APPROACHING,0,970.04,479.36,20.67,0.97004,0.47936,0.36083,-0.03987,-0.02760,-0.10938,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97004,0.47936,-0.36083,0.03987,0.02760,0.10938,0.0121,OPTIMAL,Gurobi,0.050,0.0061,False,False,14964.861,429,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.6850,2,0,0.0000,False
29,1.7450,1.7450,0.0600,0.060,APPROACHING,0,967.58,477.68,20.30,0.96758,0.47768,0.35438,-0.04194,-0.02818,-0.10980,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.96758,0.47768,-0.35438,0.04194,0.02818,0.10980,0.0121,OPTIMAL,Gurobi,0.050,0.0060,False,False,14821.547,410,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.7450,2,0,0.0000,False
30,1.8050,1.8050,0.0600,0.060,APPROACHING,0,965.00,475.97,19.94,0.96500,0.47597,0.34808,-0.04376,-0.02869,-0.10409,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.96500,0.47597,-0.34808,0.04376,0.02869,0.10409,0.0123,OPTIMAL,Gurobi,0.050,0.0063,False,False,14682.211,433,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.8050,2,0,0.0000,False
31,1.8650,1.8650,0.0600,0.060,APPROACHING,0,962.32,474.23,19.58,0.96232,0.47423,0.34171,-0.04541,-0.02894,-0.10744,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.96232,0.47423,-0.34171,0.04541,0.02894,0.10744,0.0120,OPTIMAL,Gurobi,0.050,0.0059,False,False,14557.554,422,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.8650,2,0,0.0000,False
32,1.9250,1.9250,0.0600,0.060,APPROACHING,0,959.52,472.48,19.22,0.95952,0.47248,0.33541,-0.04786,-0.02949,-0.10549,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95952,0.47248,-0.33541,0.04786,0.02949,0.10549,0.0127,OPTIMAL,Gurobi,0.050,0.0065,False,False,14419.063,427,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.9250,2,0,0.0000,False
33,1.9850,1.9850,0.0600,0.060,APPROACHING,0,956.60,470.69,18.86,0.95660,0.47069,0.32925,-0.04970,-0.03017,-0.10099,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95660,0.47069,-0.32925,0.04970,0.03017,0.10099,0.0122,OPTIMAL,Gurobi,0.050,0.0060,False,False,14275.531,416,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.9850,2,0,0.0000,False
34,2.0450,2.0450,0.0600,0.060,APPROACHING,0,953.55,468.86,18.53,0.95355,0.46886,0.32340,-0.05196,-0.03097,-0.09802,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95355,0.46886,-0.32340,0.05196,0.03097,0.09802,0.0124,OPTIMAL,Gurobi,0.050,0.0062,False,False,14110.204,433,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.0450,2,0,0.0000,False
35,2.1050,2.1050,0.0600,0.060,APPROACHING,0,950.37,466.99,18.19,0.95037,0.46699,0.31756,-0.05361,-0.03128,-0.09484,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95037,0.46699,-0.31756,0.05361,0.03128,0.09484,0.0123,OPTIMAL,Gurobi,0.050,0.0062,False,False,13990.293,409,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.1050,2,0,0.0000,False
36,2.1650,2.1650,0.0600,0.060,APPROACHING,0,947.09,465.09,17.87,0.94709,0.46509,0.31193,-0.05551,-0.03206,-0.09540,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.94709,0.46509,-0.31193,0.05551,0.03206,0.09540,0.0117,OPTIMAL,Gurobi,0.050,0.0059,False,False,13833.146,394,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.1650,2,0,0.0000,False
37,2.2250,2.2250,0.0600,0.060,APPROACHING,0,943.71,463.14,17.55,0.94371,0.46314,0.30639,-0.05714,-0.03284,-0.08964,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.94371,0.46314,-0.30639,0.05714,0.03284,0.08964,0.0122,OPTIMAL,Gurobi,0.050,0.0059,False,False,13686.339,395,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.2250,2,0,0.0000,False
38,2.2850,2.2850,0.0600,0.060,APPROACHING,0,940.21,461.15,17.24,0.94021,0.46115,0.30095,-0.05938,-0.03328,-0.08945,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.94021,0.46115,-0.30095,0.05938,0.03328,0.08945,0.0120,OPTIMAL,Gurobi,0.050,0.0061,False,False,13549.153,372,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.2850,2,0,0.0000,False
39,2.3450,2.3450,0.0600,0.060,APPROACHING,0,936.58,459.12,16.95,0.93658,0.45912,0.29576,-0.06150,-0.03393,-0.08390,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93658,0.45912,-0.29576,0.06150,0.03393,0.08390,0.0118,OPTIMAL,Gurobi,0.050,0.0058,False,False,13391.539,360,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.3450,2,0,0.0000,False
40,2.4050,2.4050,0.0600,0.060,APPROACHING,0,932.82,457.07,16.68,0.93282,0.45707,0.29112,-0.06306,-0.03404,-0.07466,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93282,0.45707,-0.29112,0.06306,0.03404,0.07466,0.0121,OPTIMAL,Gurobi,0.050,0.0061,False,False,13263.584,384,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,2.4050,3,1,0.0000,False
41,2.4650,2.4650,0.0600,0.060,APPROACHING,0,928.98,455.01,16.42,0.92898,0.45501,0.28651,-0.06485,-0.03475,-0.07407,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.92898,0.45501,-0.28651,0.06485,0.03475,0.07407,0.0120,OPTIMAL,Gurobi,0.050,0.0058,False,False,13120.990,370,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,2.4650,3,0,0.0000,False
42,2.5250,2.5250,0.0600,0.060,APPROACHING,0,925.04,452.91,16.16,0.92504,0.45291,0.28207,-0.06653,-0.03551,-0.07262,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.92504,0.45291,-0.28207,0.06653,0.03551,0.07262,0.0122,OPTIMAL,Gurobi,0.050,0.0060,False,False,12976.562,374,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.5250,2,1,0.0000,False
43,2.5850,2.5850,0.0600,0.060,APPROACHING,0,920.97,450.77,15.92,0.92097,0.45077,0.27779,-0.06858,-0.03616,-0.06765,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.92097,0.45077,-0.27779,0.06858,0.03616,0.06765,0.0120,OPTIMAL,Gurobi,0.050,0.0060,False,False,12819.415,401,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,2.5850,3,1,0.0000,False
44,2.6450,2.6450,0.0600,0.060,APPROACHING,0,916.78,448.58,15.69,0.91678,0.44858,0.27380,-0.07111,-0.03677,-0.06542,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.91678,0.44858,-0.27380,0.07111,0.03677,0.06542,0.0117,OPTIMAL,Gurobi,0.050,0.0057,False,False,12675.342,396,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,2.6450,3,0,0.0000,False
45,2.7050,2.7050,0.0600,0.060,APPROACHING,0,912.46,446.37,15.47,0.91246,0.44637,0.27000,-0.07252,-0.03717,-0.06414,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.91246,0.44637,-0.27000,0.07252,0.03717,0.06414,0.0114,OPTIMAL,Gurobi,0.050,0.0053,False,False,12516.252,350,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,2.7050,3,0,0.0000,False
46,2.7650,2.7650,0.0600,0.060,APPROACHING,0,908.07,444.09,15.25,0.90807,0.44409,0.26615,-0.07374,-0.03887,-0.06821,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.90807,0.44409,-0.26615,0.07374,0.03887,0.06821,0.0121,OPTIMAL,Gurobi,0.050,0.0061,False,False,12378.221,371,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.7650,2,1,0.0000,False
47,2.8250,2.8250,0.0600,0.060,APPROACHING,0,903.58,441.76,15.03,0.90358,0.44176,0.26230,-0.07539,-0.03935,-0.06421,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.90358,0.44176,-0.26230,0.07539,0.03935,0.06421,0.0119,OPTIMAL,Gurobi,0.050,0.0059,False,False,12232.832,361,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.8250,2,0,0.0000,False
48,2.8850,2.8850,0.0600,0.060,APPROACHING,0,899.01,439.39,14.82,0.89901,0.43939,0.25864,-0.07696,-0.03926,-0.05402,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89901,0.43939,-0.25864,0.07696,0.03926,0.05402,0.0116,OPTIMAL,Gurobi,0.050,0.0057,False,False,12099.269,352,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,2.8850,3,1,0.0000,False
49,2.9450,2.9450,0.0600,0.060,APPROACHING,0,894.33,437.01,14.63,0.89433,0.43701,0.25536,-0.07903,-0.04004,-0.05472,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89433,0.43701,-0.25536,0.07903,0.04004,0.05472,0.0117,OPTIMAL,Gurobi,0.050,0.0058,False,False,11927.539,376,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,2.9450,3,0,0.0000,False
50,3.0050,3.0050,0.0600,0.060,APPROACHING,0,889.54,434.61,14.45,0.88954,0.43461,0.25223,-0.08033,-0.04056,-0.04941,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88954,0.43461,-0.25223,0.08033,0.04056,0.04941,0.0114,OPTIMAL,Gurobi,0.050,0.0053,False,False,11796.855,336,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,3.0050,3,0,0.0000,False
51,3.0650,3.0650,0.0600,0.060,APPROACHING,0,884.68,432.10,14.27,0.88468,0.43210,0.24904,-0.08128,-0.04275,-0.05758,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88468,0.43210,-0.24904,0.08128,0.04275,0.05758,0.0117,OPTIMAL,Gurobi,0.050,0.0056,False,False,11634.088,360,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,3.0650,3,0,0.0000,False
52,3.1250,3.1250,0.0600,0.060,APPROACHING,0,879.72,429.50,14.07,0.87972,0.42950,0.24561,-0.08377,-0.04400,-0.06369,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87972,0.42950,-0.24561,0.08377,0.04400,0.06369,0.0115,OPTIMAL,Gurobi,0.050,0.0053,False,False,11482.658,357,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.1250,2,1,0.0000,False
53,3.1850,3.1850,0.0600,0.060,APPROACHING,0,874.63,426.85,13.86,0.87463,0.42685,0.24185,-0.08578,-0.04412,-0.06093,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87463,0.42685,-0.24185,0.08578,0.04412,0.06093,0.0113,OPTIMAL,Gurobi,0.050,0.0053,False,False,11317.532,320,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.1850,2,0,0.0000,False
54,3.2450,3.2450,0.0600,0.060,APPROACHING,0,869.43,424.18,13.64,0.86943,0.42418,0.23813,-0.08725,-0.04445,-0.05898,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.86943,0.42418,-0.23813,0.08725,0.04445,0.05898,0.0113,OPTIMAL,Gurobi,0.050,0.0053,False,False,11170.428,330,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,3.2450,3,1,0.0000,False
55,3.3050,3.3050,0.0600,0.060,APPROACHING,0,864.13,421.49,13.45,0.86413,0.42149,0.23479,-0.08906,-0.04518,-0.05103,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.86413,0.42149,-0.23479,0.08906,0.04518,0.05103,0.0112,OPTIMAL,Gurobi,0.050,0.0053,False,False,11011.841,329,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,3.3050,3,0,0.0000,False
56,3.3650,3.3650,0.0600,0.060,APPROACHING,0,858.74,418.77,13.26,0.85874,0.41877,0.23148,-0.09064,-0.04589,-0.05735,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85874,0.41877,-0.23148,0.09064,0.04589,0.05735,0.0109,OPTIMAL,Gurobi,0.050,0.0049,False,False,10849.811,289,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,3.3650,3,0,0.0000,False
57,3.4250,3.4250,0.0600,0.060,APPROACHING,0,853.26,415.98,13.05,0.85326,0.41598,0.22784,-0.09179,-0.04717,-0.06244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85326,0.41598,-0.22784,0.09179,0.04717,0.06244,0.0115,OPTIMAL,Gurobi,0.050,0.0055,False,False,10693.938,341,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.4250,2,1,0.0000,False
