Step,MPC_Start_Time,Control_Time,Actual_Time_Interval,CONTROL_DT,Mission_Phase,Waypoint_Number,Telemetry_X_mm,Telemetry_Z_mm,Telemetry_Yaw_deg,Current_X,Current_Y,Current_Yaw,Current_VX,Current_VY,Current_Angular_Vel,Target_X,Target_Y,Target_Yaw,Target_VX,Target_VY,Target_Angular_Vel,Error_X,Error_Y,Error_Yaw,Error_VX,Error_VY,Error_Angular_Vel,MPC_Computation_Time,MPC_Status,MPC_Solver,MPC_Solver_Time_Limit,MPC_Solve_Time,MPC_Time_Limit_Exceeded,MPC_Fallback_Used,MPC_Objective,MPC_Iterations,MPC_Optimality_Gap,Command_Vector,Command_Hex,Command_Sent_Time,Total_Active_Thrusters,Thruster_Switches,Total_MPC_Loop_Time,Timing_Violation
10,0.6000,0.6000,0.0600,0.060,APPROACHING,0,997.46,498.95,26.98,0.99746,0.49895,0.47086,-0.01267,-0.00643,-0.08821,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99746,0.49895,-0.47086,0.01267,0.00643,0.08821,0.0123,OPTIMAL,Gurobi,0.050,0.0061,False,False,17137.143,416,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,0.6000,4,0,0.0000,False
11,0.6600,0.6600,0.0600,0.060,APPROACHING,0,996.66,498.53,26.66,0.99666,0.49853,0.46529,-0.01388,-0.00758,-0.09340,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99666,0.49853,-0.46529,0.01388,0.00758,0.09340,0.0118,OPTIMAL,Gurobi,0.050,0.0056,False,False,17037.219,385,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,0.6600,4,0,0.0000,False
12,0.7200,0.7200,0.0600,0.060,APPROACHING,0,995.76,498.05,26.35,0.99576,0.49805,0.45984,-0.01579,-0.00819,-0.09021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99576,0.49805,-0.45984,0.01579,0.00819,0.09021,0.0128,OPTIMAL,Gurobi,0.050,0.0066,False,False,16948.241,423,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,0.7200,4,0,0.0000,False
13,0.7800,0.7800,0.0600,0.060,APPROACHING,0,994.76,497.53,26.03,0.99476,0.49753,0.45425,-0.01707,-0.00934,-0.09458,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99476,0.49753,-0.45425,0.01707,0.00934,0.09458,0.0126,OPTIMAL,Gurobi,0.050,0.0062,False,False,16825.466,395,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,0.7800,4,0,0.0000,False
14,0.8400,0.8400,0.0600,0.060,APPROACHING,0,993.67,496.92,25.69,0.99367,0.49692,0.44832,-0.01917,-0.01073,-0.09921,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99367,0.49692,-0.44832,0.01917,0.01073,0.09921,0.0124,OPTIMAL,Gurobi,0.050,0.0062,False,False,16711.997,403,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,0.8400,4,0,0.0000,False
15,0.9000,0.9000,0.0600,0.060,APPROACHING,0,992.46,496.23,25.34,0.99246,0.49623,0.44226,-0.02091,-0.01205,-0.09824,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99246,0.49623,-0.44226,0.02091,0.01205,0.09824,0.0133,OPTIMAL,Gurobi,0.050,0.0070,False,False,16588.856,435,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,0.9000,4,0,0.0000,False
16,0.9600,0.9600,0.0600,0.060,APPROACHING,0,991.15,495.48,25.00,0.99115,0.49548,0.43636,-0.02245,-0.01303,-0.10074,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99115,0.49548,-0.43636,0.02245,0.01303,0.10074,0.0126,OPTIMAL,Gurobi,0.050,0.0065,False,False,16465.663,430,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,0.9600,4,0,0.0000,False
17,1.0250,1.0250,0.0650,0.060,APPROACHING,0,989.63,494.59,24.62,0.98963,0.49459,0.42971,-0.02412,-0.01439,-0.09777,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98963,0.49459,-0.42971,0.02412,0.01439,0.09777,0.0127,OPTIMAL,Gurobi,0.050,0.0065,False,False,16344.407,419,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,1.0250,4,0,0.0000,False
18,1.0850,1.0850,0.0600,0.060,APPROACHING,0,988.14,493.68,24.27,0.98814,0.49368,0.42352,-0.02561,-0.01608,-0.11096,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98814,0.49368,-0.42352,0.02561,0.01608,0.11096,0.0130,OPTIMAL,Gurobi,0.050,0.0068,False,False,16237.811,463,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.0850,2,2,0.0000,False
19,1.1450,1.1450,0.0600,0.060,APPROACHING,0,986.55,492.69,23.90,0.98655,0.49269,0.41711,-0.02746,-0.01690,-0.09879,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98655,0.49269,-0.41711,0.02746,0.01690,0.09879,0.0135,OPTIMAL,Gurobi,0.050,0.0073,False,False,16123.654,437,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.1450,3,1,0.0000,False
20,1.2050,1.2050,0.0600,0.060,APPROACHING,0,984.85,491.65,23.57,0.98485,0.49165,0.41130,-0.02911,-0.01791,-0.09511,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98485,0.49165,-0.41130,0.02911,0.01791,0.09511,0.0135,OPTIMAL,Gurobi,0.050,0.0072,False,False,15988.832,438,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.2050,3,0,0.0000,False
21,1.2650,1.2650,0.0600,0.060,APPROACHING,0,983.04,490.54,23.24,0.98304,0.49054,0.40555,-0.03104,-0.01935,-0.09807,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98304,0.49054,-0.40555,0.03104,0.01935,0.09807,0.0131,OPTIMAL,Gurobi,0.050,0.0069,False,False,15855.438,485,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.2650,3,0,0.0000,False
22,1.3250,1.3250,0.0600,0.060,APPROACHING,0,981.15,489.32,22.90,0.98115,0.48932,0.39967,-0.03189,-0.02119,-0.09503,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.98115,0.48932,-0.39967,0.03189,0.02119,0.09503,0.0131,OPTIMAL,Gurobi,0.050,0.0068,False,False,15744.102,434,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.3250,3,0,0.0000,False
23,1.3850,1.3850,0.0600,0.060,APPROACHING,0,979.20,487.99,22.58,0.97920,0.48799,0.39410,-0.03326,-0.02310,-0.09142,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97920,0.48799,-0.39410,0.03326,0.02310,0.09142,0.0127,OPTIMAL,Gurobi,0.050,0.0065,False,False,15617.863,443,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.3850,3,0,0.0000,False
24,1.4450,1.4450,0.0600,0.060,APPROACHING,0,977.14,486.54,22.25,0.97714,0.48654,0.38835,-0.03482,-0.02503,-0.09953,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97714,0.48654,-0.38835,0.03482,0.02503,0.09953,0.0129,OPTIMAL,Gurobi,0.050,0.0067,False,False,15488.521,431,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.4450,2,1,0.0000,False
25,1.5050,1.5050,0.0600,0.060,APPROACHING,0,975.00,485.01,21.91,0.97500,0.48501,0.38238,-0.03655,-0.02563,-0.09598,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97500,0.48501,-0.38238,0.03655,0.02563,0.09598,0.0128,OPTIMAL,Gurobi,0.050,0.0066,False,False,15362.273,402,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.5050,3,1,0.0000,False
26,1.5650,1.5650,0.0600,0.060,APPROACHING,0,972.74,483.45,21.61,0.97274,0.48345,0.37724,-0.03849,-0.02635,-0.08069,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97274,0.48345,-0.37724,0.03849,0.02635,0.08069,0.0131,OPTIMAL,Gurobi,0.050,0.0068,False,False,15260.369,433,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,1.5650,4,1,0.0000,False
27,1.6250,1.6250,0.0600,0.060,APPROACHING,0,970.38,481.84,21.34,0.97038,0.48184,0.37246,-0.04006,-0.02747,-0.07529,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.97038,0.48184,-0.37246,0.04006,0.02747,0.07529,0.0130,OPTIMAL,Gurobi,0.050,0.0068,False,False,15141.084,409,0.000,"[1, 1, 0, 1, 0, 0, 0, 1]",0x11010001,1.6250,4,0,0.0000,False
28,1.6850,1.6850,0.0600,0.060,APPROACHING,0,967.93,480.15,21.07,0.96793,0.48015,0.36767,-0.04132,-0.02864,-0.07933,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.96793,0.48015,-0.36767,0.04132,0.02864,0.07933,0.0127,OPTIMAL,Gurobi,0.050,0.0065,False,False,15001.562,406,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.6850,3,1,0.0000,False
29,1.7450,1.7450,0.0600,0.060,APPROACHING,0,965.40,478.36,20.79,0.96540,0.47836,0.36286,-0.04313,-0.03069,-0.08327,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.96540,0.47836,-0.36286,0.04313,0.03069,0.08327,0.0124,OPTIMAL,Gurobi,0.050,0.0063,False,False,14852.460,416,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.7450,3,0,0.0000,False
30,1.8050,1.8050,0.0600,0.060,APPROACHING,0,962.75,476.45,20.49,0.96275,0.47645,0.35767,-0.04493,-0.03279,-0.09230,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.96275,0.47645,-0.35767,0.04493,0.03279,0.09230,0.0126,OPTIMAL,Gurobi,0.050,0.0063,False,False,14701.575,411,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,1.8050,2,1,0.0000,False
31,1.8650,1.8650,0.0600,0.060,APPROACHING,0,960.00,474.46,20.19,0.96000,0.47446,0.35229,-0.04664,-0.03338,-0.08827,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.96000,0.47446,-0.35229,0.04664,0.03338,0.08827,0.0122,OPTIMAL,Gurobi,0.050,0.0061,False,False,14568.900,403,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.8650,3,1,0.0000,False
32,1.9250,1.9250,0.0600,0.060,APPROACHING,0,957.14,472.44,19.89,0.95714,0.47244,0.34714,-0.04831,-0.03381,-0.08500,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95714,0.47244,-0.34714,0.04831,0.03381,0.08500,0.0131,OPTIMAL,Gurobi,0.050,0.0064,False,False,14440.934,397,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.9250,3,0,0.0000,False
33,1.9850,1.9850,0.0600,0.060,APPROACHING,0,954.19,470.38,19.60,0.95419,0.47038,0.34217,-0.04963,-0.03502,-0.08367,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95419,0.47038,-0.34217,0.04963,0.03502,0.08367,0.0122,OPTIMAL,Gurobi,0.050,0.0059,False,False,14310.050,401,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,1.9850,3,0,0.0000,False
34,2.0450,2.0450,0.0600,0.060,APPROACHING,0,951.16,468.21,19.30,0.95116,0.46821,0.33677,-0.05120,-0.03660,-0.08958,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.95116,0.46821,-0.33677,0.05120,0.03660,0.08958,0.0129,OPTIMAL,Gurobi,0.050,0.0062,False,False,14159.220,415,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.0450,2,1,0.0000,False
35,2.1050,2.1050,0.0600,0.060,APPROACHING,0,948.03,465.99,18.99,0.94803,0.46599,0.33136,-0.05295,-0.03748,-0.08768,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.94803,0.46599,-0.33136,0.05295,0.03748,0.08768,0.0124,OPTIMAL,Gurobi,0.050,0.0062,False,False,14008.991,427,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.1050,2,0,0.0000,False
36,2.1650,2.1650,0.0600,0.060,APPROACHING,0,944.79,463.74,18.69,0.94479,0.46374,0.32615,-0.05476,-0.03717,-0.08321,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.94479,0.46374,-0.32615,0.05476,0.03717,0.08321,0.0121,OPTIMAL,Gurobi,0.050,0.0060,False,False,13865.846,420,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.1650,2,0,0.0000,False
37,2.2250,2.2250,0.0600,0.060,APPROACHING,0,941.44,461.49,18.39,0.94144,0.46149,0.32094,-0.05664,-0.03781,-0.08818,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.94144,0.46149,-0.32094,0.05664,0.03781,0.08818,0.0126,OPTIMAL,Gurobi,0.050,0.0064,False,False,13714.579,398,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.2250,2,0,0.0000,False
38,2.2850,2.2850,0.0600,0.060,APPROACHING,0,937.99,459.22,18.09,0.93799,0.45922,0.31576,-0.05813,-0.03793,-0.09045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93799,0.45922,-0.31576,0.05813,0.03793,0.09045,0.0124,OPTIMAL,Gurobi,0.050,0.0057,False,False,13565.196,391,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.2850,2,0,0.0000,False
39,2.3450,2.3450,0.0600,0.060,APPROACHING,0,934.44,456.92,17.79,0.93444,0.45692,0.31045,-0.06021,-0.03866,-0.08804,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93444,0.45692,-0.31045,0.06021,0.03866,0.08804,0.0123,OPTIMAL,Gurobi,0.050,0.0061,False,False,13420.119,373,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.3450,2,0,0.0000,False
40,2.4050,2.4050,0.0600,0.060,APPROACHING,0,930.76,454.58,17.50,0.93076,0.45458,0.30541,-0.06186,-0.03927,-0.08154,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.93076,0.45458,-0.30541,0.06186,0.03927,0.08154,0.0121,OPTIMAL,Gurobi,0.050,0.0058,False,False,13273.124,375,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.4050,2,0,0.0000,False
41,2.4650,2.4650,0.0600,0.060,APPROACHING,0,926.97,452.23,17.22,0.92697,0.45223,0.30049,-0.06409,-0.03920,-0.08324,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.92697,0.45223,-0.30049,0.06409,0.03920,0.08324,0.0119,OPTIMAL,Gurobi,0.050,0.0059,False,False,13117.429,405,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.4650,2,0,0.0000,False
42,2.5250,2.5250,0.0600,0.060,APPROACHING,0,923.07,449.87,16.92,0.92307,0.44987,0.29534,-0.06612,-0.03957,-0.08974,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.92307,0.44987,-0.29534,0.06612,0.03957,0.08974,0.0119,OPTIMAL,Gurobi,0.050,0.0058,False,False,12962.609,389,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.5250,2,0,0.0000,False
43,2.5850,2.5850,0.0600,0.060,APPROACHING,0,919.03,447.48,16.63,0.91903,0.44748,0.29021,-0.06827,-0.04007,-0.08133,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.91903,0.44748,-0.29021,0.06827,0.04007,0.08133,0.0119,OPTIMAL,Gurobi,0.050,0.0058,False,False,12815.840,381,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.5850,2,0,0.0000,False
44,2.6450,2.6450,0.0600,0.060,APPROACHING,0,914.86,445.07,16.34,0.91486,0.44507,0.28515,-0.07067,-0.04053,-0.08326,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.91486,0.44507,-0.28515,0.07067,0.04053,0.08326,0.0119,OPTIMAL,Gurobi,0.050,0.0057,False,False,12648.765,381,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.6450,2,0,0.0000,False
45,2.7050,2.7050,0.0600,0.060,APPROACHING,0,910.55,442.62,16.05,0.91055,0.44262,0.28010,-0.07268,-0.04102,-0.08658,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.91055,0.44262,-0.28010,0.07268,0.04102,0.08658,0.0114,OPTIMAL,Gurobi,0.050,0.0054,False,False,12494.986,346,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.7050,2,0,0.0000,False
46,2.7650,2.7650,0.0600,0.060,APPROACHING,0,906.13,440.14,15.74,0.90613,0.44014,0.27473,-0.07447,-0.04184,-0.09483,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.90613,0.44014,-0.27473,0.07447,0.04184,0.09483,0.0124,OPTIMAL,Gurobi,0.050,0.0064,False,False,12331.124,401,0.000,"[1, 1, 0, 0, 0, 0, 1, 0]",0x11000010,2.7650,3,1,0.0000,False
47,2.8250,2.8250,0.0600,0.060,APPROACHING,0,901.60,437.63,15.41,0.90160,0.43763,0.26895,-0.07648,-0.04149,-0.09275,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.90160,0.43763,-0.26895,0.07648,0.04149,0.09275,0.0121,OPTIMAL,Gurobi,0.050,0.0060,False,False,12157.296,371,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,2.8250,2,1,0.0000,False
48,2.8850,2.8850,0.0600,0.060,APPROACHING,0,896.95,435.13,15.10,0.89695,0.43513,0.26347,-0.07797,-0.04151,-0.08867,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89695,0.43513,-0.26347,0.07797,0.04151,0.08867,0.0119,OPTIMAL,Gurobi,0.050,0.0059,False,False,12014.702,372,0.000,"[1, 1, 0, 0, 0, 0, 1, 0]",0x11000010,2.8850,3,1,0.0000,False
49,2.9450,2.9450,0.0600,0.060,APPROACHING,0,892.21,432.62,14.79,0.89221,0.43262,0.25817,-0.07947,-0.04205,-0.08735,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89221,0.43262,-0.25817,0.07947,0.04205,0.08735,0.0117,OPTIMAL,Gurobi,0.050,0.0055,False,False,11841.998,362,0.000,"[1, 1, 0, 0, 0, 0, 1, 0]",0x11000010,2.9450,3,0,0.0000,False
50,3.0050,3.0050,0.0600,0.060,APPROACHING,0,887.39,430.07,14.51,0.88739,0.43007,0.25326,-0.08107,-0.04328,-0.07651,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88739,0.43007,-0.25326,0.08107,0.04328,0.07651,0.0121,OPTIMAL,Gurobi,0.050,0.0059,False,False,11697.474,337,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.0050,2,1,0.0000,False
51,3.0650,3.0650,0.0600,0.060,APPROACHING,0,882.46,427.45,14.24,0.88246,0.42745,0.24859,-0.08269,-0.04357,-0.07592,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.88246,0.42745,-0.24859,0.08269,0.04357,0.07592,0.0143,OPTIMAL,Gurobi,0.050,0.0071,False,False,11539.672,345,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.0650,2,0,0.0000,False
52,3.1250,3.1250,0.0600,0.060,APPROACHING,0,877.43,424.83,13.98,0.87743,0.42483,0.24397,-0.08466,-0.04387,-0.07666,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87743,0.42483,-0.24397,0.08466,0.04387,0.07666,0.0115,OPTIMAL,Gurobi,0.050,0.0054,False,False,11367.447,338,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.1250,2,0,0.0000,False
53,3.1850,3.1850,0.0600,0.060,APPROACHING,0,872.30,422.19,13.72,0.87230,0.42219,0.23953,-0.08629,-0.04408,-0.07168,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.87230,0.42219,-0.23953,0.08629,0.04408,0.07168,0.0114,OPTIMAL,Gurobi,0.050,0.0051,False,False,11203.457,343,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.1850,2,0,0.0000,False
54,3.2450,3.2450,0.0600,0.060,APPROACHING,0,867.06,419.54,13.47,0.86706,0.41954,0.23505,-0.08789,-0.04438,-0.07484,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.86706,0.41954,-0.23505,0.08789,0.04438,0.07484,0.0115,OPTIMAL,Gurobi,0.050,0.0055,False,False,11049.355,348,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.2450,2,0,0.0000,False
55,3.3050,3.3050,0.0600,0.060,APPROACHING,0,861.74,416.86,13.22,0.86174,0.41686,0.23077,-0.08962,-0.04506,-0.06787,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.86174,0.41686,-0.23077,0.08962,0.04506,0.06787,0.0111,OPTIMAL,Gurobi,0.050,0.0050,False,False,10891.401,336,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.3050,2,0,0.0000,False
56,3.3650,3.3650,0.0600,0.060,APPROACHING,0,856.30,414.15,12.99,0.85630,0.41415,0.22680,-0.09125,-0.04513,-0.06756,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85630,0.41415,-0.22680,0.09125,0.04513,0.06756,0.0115,OPTIMAL,Gurobi,0.050,0.0053,False,False,10733.839,340,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.3650,2,0,0.0000,False
57,3.4250,3.4250,0.0600,0.060,APPROACHING,0,850.77,411.44,12.77,0.85077,0.41144,0.22285,-0.09270,-0.04544,-0.06741,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.85077,0.41144,-0.22285,0.09270,0.04544,0.06741,0.0114,OPTIMAL,Gurobi,0.050,0.0054,False,False,10573.215,319,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.4250,2,0,0.0000,False
