Step,MPC_Start_Time,Control_Time,Actual_Time_Interval,CONTROL_DT,Mission_Phase,Waypoint_Number,Telemetry_X_mm,Telemetry_Z_mm,Telemetry_Yaw_deg,Current_X,Current_Y,Current_Yaw,Current_VX,Current_VY,Current_Angular_Vel,Target_X,Target_Y,Target_Yaw,Target_VX,Target_VY,Target_Angular_Vel,Error_X,Error_Y,Error_Yaw,Error_VX,Error_VY,Error_Angular_Vel,MPC_Computation_Time,MPC_Status,MPC_Solver,MPC_Solver_Time_Limit,MPC_Solve_Time,MPC_Time_Limit_Exceeded,MPC_Fallback_Used,MPC_Objective,MPC_Iterations,MPC_Optimality_Gap,Command_Vector,Command_Hex,Command_Sent_Time,Total_Active_Thrusters,Thruster_Switches,Total_MPC_Loop_Time,Timing_Violation
58,3.4850,3.4850,0.0600,0.060,APPROACHING,0,845.15,408.72,12.54,0.84515,0.40872,0.21883,-0.09471,-0.04520,-0.06487,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.84515,0.40872,-0.21883,0.09471,0.04520,0.06487,0.0110,OPTIMAL,Gurobi,0.050,0.0049,False,False,10411.954,325,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.4850,2,0,0.0000,False
59,3.5450,3.5450,0.0600,0.060,APPROACHING,0,839.40,406.01,12.30,0.83940,0.40601,0.21472,-0.09682,-0.04527,-0.06403,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.83940,0.40601,-0.21472,0.09682,0.04527,0.06403,0.0154,OPTIMAL,Gurobi,0.050,0.0063,False,False,10248.740,306,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.5450,2,0,0.0000,False
60,3.6050,3.6050,0.0600,0.060,APPROACHING,0,833.52,403.28,12.11,0.83352,0.40328,0.21131,-0.09890,-0.04559,-0.05490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.83352,0.40328,-0.21131,0.09890,0.04559,0.05490,0.0111,OPTIMAL,Gurobi,0.050,0.0050,False,False,10102.666,301,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.6050,2,0,0.0000,False
61,3.6650,3.6650,0.0600,0.060,APPROACHING,0,827.52,400.54,11.92,0.82752,0.40054,0.20807,-0.10086,-0.04578,-0.05302,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.82752,0.40054,-0.20807,0.10086,0.04578,0.05302,0.0107,OPTIMAL,Gurobi,0.050,0.0047,False,False,9939.498,271,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,3.6650,3,1,0.0000,False
62,3.7250,3.7250,0.0600,0.060,APPROACHING,0,821.39,397.77,11.74,0.82139,0.39777,0.20484,-0.10285,-0.04635,-0.05374,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.82139,0.39777,-0.20484,0.10285,0.04635,0.05374,0.0110,OPTIMAL,Gurobi,0.050,0.0048,False,False,9776.083,295,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.7250,2,1,0.0000,False
63,3.7850,3.7850,0.0600,0.060,APPROACHING,0,815.16,394.97,11.57,0.81516,0.39497,0.20194,-0.10492,-0.04660,-0.04029,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.81516,0.39497,-0.20194,0.10492,0.04660,0.04029,0.0107,OPTIMAL,Gurobi,0.050,0.0046,False,False,9617.906,275,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,3.7850,3,1,0.0000,False
64,3.8450,3.8450,0.0600,0.060,APPROACHING,0,808.79,392.16,11.44,0.80879,0.39216,0.19973,-0.10719,-0.04670,-0.03429,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.80879,0.39216,-0.19973,0.10719,0.04670,0.03429,0.0109,OPTIMAL,Gurobi,0.050,0.0046,False,False,9470.360,254,0.000,"[0, 1, 0, 0, 0, 0, 0, 1]",0x01000001,3.8450,2,1,0.0000,False
65,3.9050,3.9050,0.0600,0.060,APPROACHING,0,802.35,389.35,11.31,0.80235,0.38935,0.19743,-0.10697,-0.04719,-0.04270,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.80235,0.38935,-0.19743,0.10697,0.04719,0.04270,0.0107,OPTIMAL,Gurobi,0.050,0.0046,False,False,9303.086,288,0.000,"[1, 1, 0, 0, 0, 0, 0, 1]",0x11000001,3.9050,3,1,0.0000,False
66,3.9650,3.9650,0.0600,0.060,APPROACHING,0,795.91,386.49,11.14,0.79591,0.38649,0.19438,-0.10749,-0.04811,-0.05404,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.79591,0.38649,-0.19438,0.10749,0.04811,0.05404,0.0106,OPTIMAL,Gurobi,0.050,0.0046,False,False,9135.976,269,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,3.9650,2,1,0.0000,False
67,4.0250,4.0250,0.0600,0.060,APPROACHING,0,789.43,383.60,10.94,0.78943,0.38360,0.19096,-0.10838,-0.04812,-0.05341,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.78943,0.38360,-0.19096,0.10838,0.04812,0.05341,0.0105,OPTIMAL,Gurobi,0.050,0.0044,False,False,8986.035,280,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,4.0250,2,0,0.0000,False
68,4.0850,4.0850,0.0600,0.060,APPROACHING,0,782.88,380.73,10.76,0.78288,0.38073,0.18775,-0.11000,-0.04775,-0.05279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.78288,0.38073,-0.18775,0.11000,0.04775,0.05279,0.0108,OPTIMAL,Gurobi,0.050,0.0045,False,False,8828.312,276,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,4.0850,2,0,0.0000,False
69,4.1450,4.1450,0.0600,0.060,APPROACHING,0,776.22,377.85,10.58,0.77622,0.37785,0.18463,-0.11153,-0.04823,-0.04722,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.77622,0.37785,-0.18463,0.11153,0.04823,0.04722,0.0104,OPTIMAL,Gurobi,0.050,0.0044,False,False,8669.855,260,0.000,"[0, 1, 0, 0, 0, 0, 0, 0]",0x01000000,4.1450,1,1,0.0000,False
70,4.2050,4.2050,0.0600,0.060,APPROACHING,0,769.51,374.94,10.41,0.76951,0.37494,0.18163,-0.11196,-0.04843,-0.05271,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76951,0.37494,-0.18163,0.11196,0.04843,0.05271,0.0104,OPTIMAL,Gurobi,0.050,0.0043,False,False,8513.227,274,0.000,"[1, 1, 0, 0, 0, 0, 0, 0]",0x11000000,4.2050,2,1,0.0000,False
71,4.2650,4.2650,0.0600,0.060,APPROACHING,0,762.76,372.03,10.22,0.76276,0.37203,0.17839,-0.11275,-0.04849,-0.05279,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.76276,0.37203,-0.17839,0.11275,0.04849,0.05279,0.0106,OPTIMAL,Gurobi,0.050,0.0045,False,False,8353.948,288,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.2650,0,2,0.0000,False
72,4.3250,4.3250,0.0600,0.060,APPROACHING,0,755.98,369.13,10.04,0.75598,0.36913,0.17519,-0.11281,-0.04836,-0.05327,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75598,0.36913,-0.17519,0.11281,0.04836,0.05327,0.0111,OPTIMAL,Gurobi,0.050,0.0051,False,False,8204.322,266,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.3250,0,0,0.0000,False
73,4.3850,4.3850,0.0600,0.060,APPROACHING,0,749.22,366.24,9.87,0.74922,0.36624,0.17225,-0.11275,-0.04793,-0.05113,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74922,0.36624,-0.17225,0.11275,0.04793,0.05113,0.0109,OPTIMAL,Gurobi,0.050,0.0045,False,False,8048.602,254,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.3850,0,0,0.0000,False
74,4.4450,4.4450,0.0600,0.060,APPROACHING,0,742.48,363.36,9.72,0.74248,0.36336,0.16958,-0.11169,-0.04764,-0.03750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.74248,0.36336,-0.16958,0.11169,0.04764,0.03750,0.0104,OPTIMAL,Gurobi,0.050,0.0045,False,False,7913.826,269,0.000,"[0, 1, 0, 0, 0, 0, 0, 0]",0x01000000,4.4450,1,1,0.0000,False
75,4.5050,4.5050,0.0600,0.060,APPROACHING,0,735.77,360.49,9.58,0.73577,0.36049,0.16723,-0.11162,-0.04786,-0.03672,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.73577,0.36049,-0.16723,0.11162,0.04786,0.03672,0.0102,OPTIMAL,Gurobi,0.050,0.0042,False,False,7769.200,270,0.000,"[0, 1, 0, 0, 0, 0, 0, 0]",0x01000000,4.5050,1,0,0.0000,False
76,4.5650,4.5650,0.0600,0.060,APPROACHING,0,729.07,357.63,9.44,0.72907,0.35763,0.16468,-0.11201,-0.04759,-0.04676,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72907,0.35763,-0.16468,0.11201,0.04759,0.04676,0.0103,OPTIMAL,Gurobi,0.050,0.0043,False,False,7616.116,293,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.5650,0,1,0.0000,False
77,4.6250,4.6250,0.0600,0.060,APPROACHING,0,722.37,354.79,9.27,0.72237,0.35479,0.16184,-0.11115,-0.04713,-0.04813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.72237,0.35479,-0.16184,0.11115,0.04713,0.04813,0.0108,OPTIMAL,Gurobi,0.050,0.0045,False,False,7475.747,293,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.6250,0,0,0.0000,False
78,4.6850,4.6850,0.0600,0.060,APPROACHING,0,715.72,351.98,9.11,0.71572,0.35198,0.15897,-0.11056,-0.04693,-0.05144,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.71572,0.35198,-0.15897,0.11056,0.04693,0.05144,0.0099,OPTIMAL,Gurobi,0.050,0.0037,False,False,7346.201,278,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.6850,0,0,0.0000,False
79,4.7450,4.7450,0.0600,0.060,APPROACHING,0,709.11,349.17,8.94,0.70911,0.34917,0.15597,-0.10983,-0.04677,-0.04587,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.70911,0.34917,-0.15597,0.10983,0.04677,0.04587,0.0109,OPTIMAL,Gurobi,0.050,0.0046,False,False,7207.044,274,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.7450,0,0,0.0000,False
80,4.8050,4.8050,0.0600,0.060,APPROACHING,0,702.53,346.38,8.77,0.70253,0.34638,0.15311,-0.10940,-0.04595,-0.04919,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.70253,0.34638,-0.15311,0.10940,0.04595,0.04919,0.0101,OPTIMAL,Gurobi,0.050,0.0040,False,False,7067.998,265,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.8050,0,0,0.0000,False
81,4.8650,4.8650,0.0600,0.060,APPROACHING,0,695.98,343.64,8.59,0.69598,0.34364,0.14994,-0.10910,-0.04582,-0.04991,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.69598,0.34364,-0.14994,0.10910,0.04582,0.04991,0.0102,OPTIMAL,Gurobi,0.050,0.0041,False,False,6931.737,255,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.8650,0,0,0.0000,False
82,4.9250,4.9250,0.0600,0.060,APPROACHING,0,689.45,340.89,8.44,0.68945,0.34089,0.14724,-0.10860,-0.04552,-0.04237,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.68945,0.34089,-0.14724,0.10860,0.04552,0.04237,0.0112,OPTIMAL,Gurobi,0.050,0.0043,False,False,6808.473,262,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.9250,0,0,0.0000,False
83,4.9850,4.9850,0.0600,0.060,APPROACHING,0,682.95,338.15,8.29,0.68295,0.33815,0.14475,-0.10835,-0.04581,-0.04237,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.68295,0.33815,-0.14475,0.10835,0.04581,0.04237,0.0103,OPTIMAL,Gurobi,0.050,0.0039,False,False,6677.088,258,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,4.9850,0,0,0.0000,False
84,5.0450,5.0450,0.0600,0.060,APPROACHING,0,676.46,335.40,8.14,0.67646,0.33540,0.14211,-0.10779,-0.04592,-0.04481,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67646,0.33540,-0.14211,0.10779,0.04592,0.04481,0.0103,OPTIMAL,Gurobi,0.050,0.0042,False,False,6549.721,272,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.0450,0,0,0.0000,False
85,5.1050,5.1050,0.0600,0.060,APPROACHING,0,670.01,332.65,7.97,0.67001,0.33265,0.13905,-0.10728,-0.04563,-0.05424,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.67001,0.33265,-0.13905,0.10728,0.04563,0.05424,0.0111,OPTIMAL,Gurobi,0.050,0.0049,False,False,6421.395,297,0.000,"[1, 0, 0, 0, 0, 0, 0, 0]",0x10000000,5.1050,1,1,0.0000,False
86,5.1650,5.1650,0.0600,0.060,APPROACHING,0,663.60,329.93,7.79,0.66360,0.32993,0.13598,-0.10665,-0.04477,-0.04710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.66360,0.32993,-0.13598,0.10665,0.04477,0.04710,0.0103,OPTIMAL,Gurobi,0.050,0.0041,False,False,6294.570,273,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.1650,0,1,0.0000,False
87,5.2250,5.2250,0.0600,0.060,APPROACHING,0,657.22,327.23,7.62,0.65722,0.32723,0.13308,-0.10622,-0.04501,-0.04401,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.65722,0.32723,-0.13308,0.10622,0.04501,0.04401,0.0102,OPTIMAL,Gurobi,0.050,0.0041,False,False,6169.178,270,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.2250,0,0,0.0000,False
88,5.2850,5.2850,0.0600,0.060,APPROACHING,0,650.87,324.54,7.46,0.65087,0.32454,0.13024,-0.10566,-0.04456,-0.05369,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.65087,0.32454,-0.13024,0.10566,0.04456,0.05369,0.0108,OPTIMAL,Gurobi,0.050,0.0048,False,False,6050.297,300,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.2850,0,0,0.0000,False
89,5.3450,5.3450,0.0600,0.060,APPROACHING,0,644.54,321.87,7.28,0.64454,0.32187,0.12710,-0.10521,-0.04439,-0.05269,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.64454,0.32187,-0.12710,0.10521,0.04439,0.05269,0.0110,OPTIMAL,Gurobi,0.050,0.0049,False,False,5933.841,309,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.3450,0,0,0.0000,False
90,5.4050,5.4050,0.0600,0.060,APPROACHING,0,638.23,319.20,7.09,0.63823,0.31920,0.12382,-0.10482,-0.04446,-0.05712,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.63823,0.31920,-0.12382,0.10482,0.04446,0.05712,0.0109,OPTIMAL,Gurobi,0.050,0.0048,False,False,5808.120,299,0.000,"[1, 0, 0, 0, 0, 0, 1, 0]",0x10000010,5.4050,2,2,0.0000,False
91,5.4650,5.4650,0.0600,0.060,APPROACHING,0,631.97,316.53,6.90,0.63197,0.31653,0.12036,-0.10341,-0.04441,-0.05354,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.63197,0.31653,-0.12036,0.10341,0.04441,0.05354,0.0108,OPTIMAL,Gurobi,0.050,0.0048,False,False,5695.820,302,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.4650,0,2,0.0000,False
92,5.5250,5.5250,0.0600,0.060,APPROACHING,0,625.78,313.87,6.71,0.62578,0.31387,0.11715,-0.10307,-0.04398,-0.05041,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.62578,0.31387,-0.11715,0.10307,0.04398,0.05041,0.0108,OPTIMAL,Gurobi,0.050,0.0047,False,False,5585.939,295,0.000,"[0, 0, 0, 0, 0, 0, 1, 0]",0x00000010,5.5250,1,1,0.0000,False
93,5.5850,5.5850,0.0600,0.060,APPROACHING,0,619.60,311.26,6.52,0.61960,0.31126,0.11387,-0.10266,-0.04322,-0.05801,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61960,0.31126,-0.11387,0.10266,0.04322,0.05801,0.0108,OPTIMAL,Gurobi,0.050,0.0048,False,False,5469.766,280,0.000,"[1, 0, 0, 0, 0, 0, 1, 0]",0x10000010,5.5850,2,1,0.0000,False
94,5.6450,5.6450,0.0600,0.060,APPROACHING,0,613.47,308.68,6.33,0.61347,0.30868,0.11052,-0.10189,-0.04334,-0.05090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.61347,0.30868,-0.11052,0.10189,0.04334,0.05090,0.0111,OPTIMAL,Gurobi,0.050,0.0050,False,False,5364.087,283,0.000,"[0, 0, 0, 0, 0, 0, 1, 0]",0x00000010,5.6450,1,1,0.0000,False
95,5.7050,5.7050,0.0600,0.060,APPROACHING,0,607.39,306.04,6.17,0.60739,0.30604,0.10766,-0.10056,-0.04435,-0.04128,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.60739,0.30604,-0.10766,0.10056,0.04435,0.04128,0.0103,OPTIMAL,Gurobi,0.050,0.0042,False,False,5254.918,264,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.7050,0,1,0.0000,False
96,5.7650,5.7650,0.0600,0.060,APPROACHING,0,601.36,303.38,6.02,0.60136,0.30338,0.10513,-0.10037,-0.04422,-0.04431,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.60136,0.30338,-0.10513,0.10037,0.04422,0.04431,0.0111,OPTIMAL,Gurobi,0.050,0.0048,False,False,5149.786,282,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.7650,0,0,0.0000,False
97,5.8250,5.8250,0.0600,0.060,APPROACHING,0,595.34,300.73,5.88,0.59534,0.30073,0.10255,-0.10040,-0.04406,-0.04384,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.59534,0.30073,-0.10255,0.10040,0.04406,0.04384,0.0104,OPTIMAL,Gurobi,0.050,0.0044,False,False,5047.212,281,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.8250,0,0,0.0000,False
98,5.8850,5.8850,0.0600,0.060,APPROACHING,0,589.33,298.09,5.73,0.58933,0.29809,0.10004,-0.09990,-0.04409,-0.04108,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.58933,0.29809,-0.10004,0.09990,0.04409,0.04108,0.0107,OPTIMAL,Gurobi,0.050,0.0047,False,False,4941.822,275,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.8850,0,0,0.0000,False
99,5.9450,5.9450,0.0600,0.060,APPROACHING,0,583.34,295.46,5.58,0.58334,0.29546,0.09746,-0.09946,-0.04355,-0.03803,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.58334,0.29546,-0.09746,0.09946,0.04355,0.03803,0.0101,OPTIMAL,Gurobi,0.050,0.0041,False,False,4840.333,253,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,5.9450,0,0,0.0000,False
100,6.0050,6.0050,0.0600,0.060,APPROACHING,0,577.41,292.84,5.44,0.57741,0.29284,0.09491,-0.09863,-0.04403,-0.04765,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.57741,0.29284,-0.09491,0.09863,0.04403,0.04765,0.0109,OPTIMAL,Gurobi,0.050,0.0049,False,False,4739.383,286,0.000,"[0, 0, 0, 0, 0, 0, 1, 0]",0x00000010,6.0050,1,1,0.0000,False
101,6.0650,6.0650,0.0600,0.060,APPROACHING,0,571.51,290.21,5.27,0.57151,0.29021,0.09198,-0.09803,-0.04355,-0.04770,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.57151,0.29021,-0.09198,0.09803,0.04355,0.04770,0.0108,OPTIMAL,Gurobi,0.050,0.0048,False,False,4642.988,281,0.000,"[0, 0, 0, 0, 0, 0, 1, 0]",0x00000010,6.0650,1,0,0.0000,False
102,6.1250,6.1250,0.0600,0.060,APPROACHING,0,565.64,287.57,5.11,0.56564,0.28757,0.08921,-0.09755,-0.04454,-0.04188,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.56564,0.28757,-0.08921,0.09755,0.04454,0.04188,0.0109,OPTIMAL,Gurobi,0.050,0.0049,False,False,4542.407,273,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.1250,0,1,0.0000,False
103,6.1850,6.1850,0.0600,0.060,APPROACHING,0,559.82,284.91,4.96,0.55982,0.28491,0.08659,-0.09680,-0.04390,-0.04591,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55982,0.28491,-0.08659,0.09680,0.04390,0.04591,0.0108,OPTIMAL,Gurobi,0.050,0.0047,False,False,4453.952,276,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.1850,0,0,0.0000,False
104,6.2450,6.2450,0.0600,0.060,APPROACHING,0,554.01,282.29,4.80,0.55401,0.28229,0.08377,-0.09636,-0.04339,-0.04888,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.55401,0.28229,-0.08377,0.09636,0.04339,0.04888,0.0110,OPTIMAL,Gurobi,0.050,0.0049,False,False,4358.112,271,0.000,"[0, 0, 0, 0, 0, 0, 1, 0]",0x00000010,6.2450,1,1,0.0000,False
105,6.3050,6.3050,0.0600,0.060,APPROACHING,0,548.25,279.69,4.63,0.54825,0.27969,0.08086,-0.09562,-0.04294,-0.04337,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54825,0.27969,-0.08086,0.09562,0.04294,0.04337,0.0109,OPTIMAL,Gurobi,0.050,0.0049,False,False,4268.015,288,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.3050,0,1,0.0000,False
106,6.3650,6.3650,0.0600,0.060,APPROACHING,0,542.53,277.13,4.50,0.54253,0.27713,0.07845,-0.09525,-0.04274,-0.04125,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54253,0.27713,-0.07845,0.09525,0.04274,0.04125,0.0110,OPTIMAL,Gurobi,0.050,0.0050,False,False,4175.173,288,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.3650,0,0,0.0000,False
107,6.4250,6.4250,0.0600,0.060,APPROACHING,0,536.82,274.57,4.37,0.53682,0.27457,0.07620,-0.09503,-0.04262,-0.03670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53682,0.27457,-0.07620,0.09503,0.04262,0.03670,0.0109,OPTIMAL,Gurobi,0.050,0.0047,False,False,4087.408,270,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.4250,0,0,0.0000,False
108,6.4850,6.4850,0.0600,0.060,APPROACHING,0,531.12,272.02,4.26,0.53112,0.27202,0.07427,-0.09518,-0.04228,-0.02960,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.53112,0.27202,-0.07427,0.09518,0.04228,0.02960,0.0110,OPTIMAL,Gurobi,0.050,0.0046,False,False,4003.640,242,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.4850,0,0,0.0000,False
109,6.5450,6.5450,0.0600,0.060,APPROACHING,0,525.41,269.49,4.15,0.52541,0.26949,0.07237,-0.09535,-0.04209,-0.02907,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.52541,0.26949,-0.07237,0.09535,0.04209,0.02907,0.0106,OPTIMAL,Gurobi,0.050,0.0043,False,False,3916.669,230,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.5450,0,0,0.0000,False
110,6.6050,6.6050,0.0600,0.060,APPROACHING,0,519.71,266.97,4.04,0.51971,0.26697,0.07051,-0.09480,-0.04212,-0.03353,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51971,0.26697,-0.07051,0.09480,0.04212,0.03353,0.0109,OPTIMAL,Gurobi,0.050,0.0045,False,False,3830.480,270,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.6050,0,0,0.0000,False
111,6.6650,6.6650,0.0600,0.060,APPROACHING,0,514.03,264.45,3.93,0.51403,0.26445,0.06861,-0.09418,-0.04191,-0.03065,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.51403,0.26445,-0.06861,0.09418,0.04191,0.03065,0.0106,OPTIMAL,Gurobi,0.050,0.0045,False,False,3745.576,241,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.6650,0,0,0.0000,False
112,6.7250,6.7250,0.0600,0.060,APPROACHING,0,508.40,261.94,3.81,0.50840,0.26194,0.06648,-0.09374,-0.04129,-0.04286,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.50840,0.26194,-0.06648,0.09374,0.04129,0.04286,0.0109,OPTIMAL,Gurobi,0.050,0.0049,False,False,3668.518,286,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.7250,0,0,0.0000,False
113,6.7850,6.7850,0.0600,0.060,APPROACHING,0,502.79,259.47,3.66,0.50279,0.25947,0.06386,-0.09346,-0.04106,-0.04448,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.50279,0.25947,-0.06386,0.09346,0.04106,0.04448,0.0108,OPTIMAL,Gurobi,0.050,0.0047,False,False,3587.611,276,0.000,"[0, 0, 0, 0, 0, 0, 1, 0]",0x00000010,6.7850,1,1,0.0000,False
114,6.8450,6.8450,0.0600,0.060,APPROACHING,0,497.20,257.02,3.51,0.49720,0.25702,0.06128,-0.09297,-0.04074,-0.04803,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49720,0.25702,-0.06128,0.09297,0.04074,0.04803,0.0104,OPTIMAL,Gurobi,0.050,0.0043,False,False,3507.321,262,0.000,"[0, 0, 0, 0, 0, 0, 0, 0]",0x00000000,6.8450,0,1,0.0000,False
115,6.9050,6.9050,0.0600,0.060,APPROACHING,0,491.63,254.59,3.35,0.49163,0.25459,0.05842,-0.09252,-0.04015,-0.04830,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.49163,0.25459,-0.05842,0.09252,0.04015,0.04830,0.0105,OPTIMAL,Gurobi,0.050,0.0044,False,False,3427.806,244,0.000,"[0, 0, 0, 0, 1, 0, 1, 0]",0x00001010,6.9050,2,2,0.0000,False
116,6.9650,6.9650,0.0600,0.060,APPROACHING,0,486.10,252.18,3.17,0.48610,0.25218,0.05532,-0.09172,-0.04009,-0.05688,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.48610,0.25218,-0.05532,0.09172,0.04009,0.05688,0.0104,OPTIMAL,Gurobi,0.050,0.0043,False,False,3350.810,240,0.000,"[1, 0, 0, 0, 1, 0, 1, 0]",0x10001010,6.9650,3,1,0.0000,False
